url, country,official_language,english_speaking, language, description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/egypt/,Egypt,0,0," ""Arabic (official); English and French widely understood by educated classes"""," "" <br>كتاب حقائق العالم، أفضل مصدر للمعلومات الأساسية (Arabic)<br><br>The World Factbook"," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/el-salvador/,El Salvador,0,0," ""Spanish (official)"," Nawat (among some indigenous)"""," "" <br>La Libreta Informativa del Mundo", la fuente indispensable de información básica. (Spanish)<br><br>The World Factbook," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/equatorial-guinea/,Equatorial Guinea,0,0," ""Spanish (official) 67.6%", other (includes Fang, Bubi, Portuguese (official), French (official)," Fa d'Ambo spoken in Annobon) 32.4% (1994 est.)"""," "" <br>La Libreta Informativa del Mundo", la fuente indispensable de información básica. (Spanish)<br><br>The World Factbook," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/eritrea/,Eritrea,1,0," ""Tigrinya (official)", Arabic (official), English (official), Tigre, Kunama, Afar," other Cushitic languages""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/estonia/,Estonia,0,0," ""Estonian (official) 67.2%", Russian 28.5%, other 3.7%," unspecified 0.6% (2021est.)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/eswatini/,Eswatini,1,0," ""English (official", used for government business)," siSwati (official)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/ethiopia/,Ethiopia,0,0," ""Oromo (official regional working language) 33.8%", Amharic (official national language) 29.3%, Somali (official regional working language) 6.2%, Tigrigna (Tigrinya) (official regional working language) 5.9%, Sidamo 4%, Wolaytta 2.2%, Gurage 2%, Afar (official regional working language) 1.7%, Hadiyya 1.7%, Gamo 1.5%, Gedeo 1.3%, Opuuo 1.2%, Kafa 1.1%, other 8.1%," English (2007 est.)"""," "" <br>Kitaaba Addunyaa Waan Qabataamaatiif - Kan Madda Odeeffannoo bu’uraawaatiif baay’ee barbaachisaa ta’e. (Oromo)<br><br>የአለም እውነታ መጽሐፍ፣ ለመሠረታዊ መረጃ እጅግ አስፈላጊ የሆነ ምንጭ። (Amharic)<br><br>The World Factbook"," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/falkland-islands-islas-malvinas/,Falkland Islands (Islas Malvinas),1,1," ""English 89%", Spanish 7.7%," other 3.3% (2006 est.)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/faroe-islands/,Faroe Islands,0,0," ""Faroese 93.8% (derived from Old Norse)", Danish 3.2%," other 3% (2011 est.)"""," ""&nbsp; data represent population by primary language""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/fiji/,Fiji,1,1," ""English (official)", iTaukei (official)," Fiji Hindi (official)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/finland/,Finland,0,0," ""Finnish (official) 85.9%", Swedish (official) 5.2%, Russian 1.7%," other 7.2% (2022 est.)"""," "" <br>World Factbook", korvaamaton perustietolähde. (Finnish)<br><br>The World Factbook," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/france/,France,0,0," ""French (official) 100%", declining regional dialects and languages (Provencal, Breton, Alsatian, Corsican, Catalan, Basque, Flemish, Occitan," Picard)"""," "" <br>The World Factbook", une source indispensable d'informations de base. (French)<br><br>The World Factbook," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/french-polynesia/,French Polynesia,0,0," ""French (official) 73.5%", Tahitian 20.1%, Marquesan 2.6%, Austral languages 1.2%, Paumotu 1%," other 1.6% (2017 est.)"""," "" <br>The World Factbook", une source indispensable d'informations de base. (French)<br><br>The World Factbook," the indispensable source for basic information.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/gabon/,Gabon,0,0," ""French (official)", Fang, Myene, Nzebi, Bapounou/Eschira," Bandjabi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/the-world-factbook/countries/gambia-the/,"Gambia, The",1,1," ""English (official)", Mandinka, Wolof, Fula," other indigenous vernaculars""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
