,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,keywd.0.keywd,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,abstracts.cdata!,authors.2.author,geo_regions.3.geo_region,geo_regions.4.geo_region,alt_title.0.alt_title,authors.3.author,authors.4.author,authors.5.author,authors.6.author,authors.7.author,authors.8.author,authors.9.author,authors.10.author,authors.11.author,authors.12.author,authors.13.author,authors.14.author,authors.15.author,authors.16.author,authors.17.author,authors.18.author,authors.19.author,geo_regions.5.geo_region,geo_regions.6.geo_region,geo_regions.7.geo_region
0,31683963,Mexico,Policy Research Working Paper,2020-01-06T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9101","The Targeting Benefit of
            Conditional Cash Transfers",http://documents.worldbank.org/curated/en/401581578321660452/pdf/The-Targeting-Benefit-of-Conditional-Cash-Transfers.pdf,/research/2020/01/31683963/targeting-benefit-conditional-cash-transfers,http://documents.worldbank.org/curated/en/401581578321660452/The-Targeting-Benefit-of-Conditional-Cash-Transfers,2020/01/31683963/The-Targeting-Benefit-of-Conditional-Cash-Transfers,401581578321660452,DECRG: Poverty & Inequality (DECPI),http://documents.worldbank.org/curated/en/401581578321660452/The-Targeting-Benefit-of-Conditional-Cash-Transfers,"Bergstrom,Katy Ann","Dodds,William",The Targeting Benefit of Conditional Cash Transfers,090224b0874a7862_1_0,"development research group; international
            food policy research institute; marginal utility of
            consumption; conditional cash transfer program; institute of
            development studies; amount of leisure time; marginal
            utility of income; overseas development institute;
            school-going age; parental income; exclusion cost; returns
            to schooling; social welfare function; loss in consumption;
            number of siblings; start school; investment in children;
            years of schooling; socially optimal level; labor supply
            decisions; share of children; smooth consumption; human
            capital investment; labor supply statistic; return to
            education; negative income shock; household schooling
            decision; labor market participation; social welfare loss;
            demand for school; mother and child; child tax credit;
            Poverty and Equity; impact on child; girls into school;
            optimal taxation literature; labor supply elasticity; cost
            of education; junior secondary school; annual target; money
            to household; enrollment for child; growth and development;
            enrollment of child; child in school; enrollment by age;
            children start school; payment to household; social welfare
            program; children of ages; old children; household
            consumption; low consumption; school decision; poor
            household; budget constraint; standard error; school
            enrollment; attending school; younger sibling; social
            planner; household utility; alternative investment; hourly
            wage; unconditional transfers; education grant; eligible
            child; behavioral response; unbalanced panel; relative risk;
            child labor; income effect; opportunity cost; average price;
            low-income household; functional form; utility function;
            discount rate; child schooling; positive income; average
            enrollment; targeting transfer; tax system; schooling level;
            simple model; college student; between stop; school-age
            child; calendar year; eligibility criterion; future
            earnings; net transfer; field experiment; income constant;
            monthly income; Economic Studies; economic study; positive
            externality; simulation exercise; baseline model; Economic
            Policy; school attendance; regression results; average wage;
            child earnings; welfare gains; universal transfer; observed
            value; age range; geographical targeting; marginal welfare;
            school infrastructure; adequate health; marginality index;
            domestic activity; school house; retirement age; observed
            increase; children's schooling; nutritional component;
            optimal consumption; income children; school hour; targeted
            transfer; household value; negative correlation; school
            result; nutrition program; probability theory; scaling
            factor; expected value; universal programs; informal sector;
            social experiment; baseline survey; individual household;
            budget share; behavioral model; child cohort; average share;
            unknown quantity; Child Health; eligibility threshold;
            consumption level; household income; first stage; behavioral
            elasticities; transfer scheme; diminishing return; time t;
            household head; development policy; higher consumption;
            transfer amount; open access; normal good; price effect;
            fewer households; comparative static; transfer cash;
            stochastic dominance; elementary school; summary statistic;
            income transfer; lifetime consumption; domestic work;
            household problem; Agricultural Investment; targeting
            strategies; risk preference; cultural change; means testing;
            risk aversion; monetary economics; panel data; rural
            community; public economics; income inequality; empirical
            application; reveal preference; time utility; policy
            relevance; poverty alleviation; Economic Inequality;
            education decision; wealth tax; market mechanism; indirect
            utility; poverty program; Political Economy; optimal
            allocation; citizen empowerment; theoretical model; equity
            premium; monotonic relationship; market setting;
            transferring fund; capital taxation; tax schedule; time
            allocation; household earning",Latin America & Caribbean,World,North America,"Conditional cash transfers (CCTs) are
            a popular type of social welfare program that make payments
            to households conditional on human capital investments in
            children. Compared to unconditional cash transfers (UCTs),
            CCTs may exclude some low-income households as access is
            tied to normal investments in children. This paper argues
            that conditionalities on children's school enrollment
            offer an unexplored targeting benefit over UCTs: CCTs target
            money to households that forgo a discrete amount of child
            income. This paper shows that the size of this targeting
            benefit is directly related to the distribution of parental
            incomes, the size of forgone child incomes, and two
            elasticities already popular in the literature: the income
            effect of a UCT and the price effect of a CCT. These
            elasticities are estimated for a large CCT program in rural
            Mexico, Progresa, using variation in transfers to younger
            siblings to identify income effects. In this setting, the
            analysis finds that the targeting benefit is almost as large
            as the cost of excluding some low-income households; this
            implies that 41 percent of the Progresa budget should go to
            a CCT over a UCT based on targeting grounds alone.",,,,,,,,,,,,,,,,,,,,,,,,
1,31683966,World,Policy Research Working Paper,2020-01-06T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9102","Using Labor Supply Elasticities
            to Learn about Income Inequality : The Role of
            Productivities versus Preferences",http://documents.worldbank.org/curated/en/764311578322352997/pdf/Using-Labor-Supply-Elasticities-to-Learn-about-Income-Inequality-The-Role-of-Productivities-versus-Preferences.pdf,/research/2020/01/31683966/using-labor-supply-elasticities-learn-income-inequality-role-productivities-versus-preferences,http://documents.worldbank.org/curated/en/764311578322352997/Using-Labor-Supply-Elasticities-to-Learn-about-Income-Inequality-The-Role-of-Productivities-versus-Preferences,2020/01/31683966/Using-Labor-Supply-Elasticities-to-Learn-about-Income-Inequality-The-Role-of-Productivities-versus-Preferences,764311578322352997,DECRG: Poverty & Inequality (DECPI),http://documents.worldbank.org/curated/en/764311578322352997/Using-Labor-Supply-Elasticities-to-Learn-about-Income-Inequality-The-Role-of-Productivities-versus-Preferences,"Bergstrom,Katy Ann","Dodds,William","Using Labor Supply Elasticities to Learn
            about Income Inequality : The Role of Productivities versus Preferences",090224b0874a7863_1_0,"labor supply elasticity; income inequality;
            development research group; tax rate; income individual;
            marginal rate of substitution; optimal marginal tax rate;
            design of tax structure; decomposition of income inequality;
            extent of income inequality; labor supply decisions; hourly
            wage; utility function; labor market friction; data on
            income; source income; optimal tax problem; source of
            income; average tax rate; optimal tax rate; optimal income
            taxation; costs of taxation; optimal labor supply; proof of
            proposition; income due; amount of income; constant tax
            rate; lower tax rate; incentive compatibility constraint;
            low income people; density of individual; tax rate change;
            taxable labor income; income tax schedule; time use survey;
            income tax rate; optimal tax theory; tax rate increases; tax
            rate decreases; estimates of income; individual in society;
            full time workers; work long hour; value of consumption;
            utility of consumption; human capital; consumption relative;
            tax bracket; functional form; unearned income; linear tax;
            optimal choice; tax elasticity; tax change",,,,"This paper argues that labor supply
            elasticities encode information about the determinants of
            income inequality. In the theoretical framework, individuals
            choose labor supply conditional on productivities and
            preferences for consumption relative to leisure. The paper
            shows that reduced-form labor supply elasticities allow one
            to isolate the components of income due to productivities
            versus preferences. The paper then investigates what labor
            supply elasticities imply about the importance of
            productivities versus preferences in the United States.
            Estimates from the literature imply productivities drive
            most of income inequality. Larger income effects and larger
            differences between income and hours worked elasticities
            imply preferences play an increasingly important role.",,,,,,,,,,,,,,,,,,,,,,,,
2,31684074,Middle East and North Africa,Policy Research Working Paper,2020-01-06T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9103","The External Wealth of Arab
            Nations : Structure, Trends, and Policy Implications",http://documents.worldbank.org/curated/en/615571578323311199/pdf/The-External-Wealth-of-Arab-Nations-Structure-Trends-and-Policy-Implications.pdf,/research/2020/01/31684074/external-wealth-arab-nations-structure-trends-policy-implications,http://documents.worldbank.org/curated/en/615571578323311199/The-External-Wealth-of-Arab-Nations-Structure-Trends-and-Policy-Implications,2020/01/31684074/The-External-Wealth-of-Arab-Nations-Structure-Trends-and-Policy-Implications,615571578323311199,EFI-SAR-FCI-Finance-2 (ESAF2),http://documents.worldbank.org/curated/en/615571578323311199/The-External-Wealth-of-Arab-Nations-Structure-Trends-and-Policy-Implications,"Mohieldin,Mahmoud","Rostom,Ahmed Mohamed Tawfick","The External Wealth of Arab Nations :
            Structure, Trends, and Policy Implications",090224b0874a7865_1_0,"oil-exporting country; net foreign asset;
            Egyptian Center for Economic Studies; de facto exchange rate
            regime; sovereign wealth fund; intermediate exchange rate
            regime; country reserve capital; fixed exchange rate regime;
            depreciation of exchange rate; real exchange rate
            appreciation; flexible exchange rate regime; foreign direct
            investment; capital account; asset and liability;
            oil-importing country; oil-importing countries; arab
            countries; current account balance; portfolio equity
            investment; Exchange rate policies; exchange rate
            determination; exchange rate policy; Foreign Exchange
            Reserve; share of credit; balance of payment; portfolio
            investment; Oil and Gas; Oil & Gas; current account
            imbalance; current account surplus; net capital flow; local
            currency terms; allocation of resource; foreign asset
            accumulation; allocation of investment; random effects
            estimator; literature review; purchasing power parity; trade
            and investment; errors and omission; global financial
            crisis; impact of debt; stock market price; global financial
            market; exchange rate dynamic; net debt; oil exporter;
            standard error; policy variable; Exchange Rates; financial
            system; portfolio liability",,,,"The paper makes two main
            contributions. First, it analyzes net foreign assets and
            liabilities in selected Arab countries over the past two
            decades, emphasizing the relative significance of direct
            versus portfolio investment. It distinguishes between
            foreign direct investment, portfolio equity investment,
            official reserves, and external debt. Second, the paper
            examines the effects of policy variables that affect the
            accumulation of net foreign assets and its components,
            analyzing how the existence of a sovereign wealth fund, the
            country's exchange rate regime, and the development of
            its financial system affect its net foreign assets. The main
            findings show that the presence of a sovereign wealth fund
            is positively and statistically significantly associated
            with foreign direct investment in Arab countries. Financial
            development (defined as credit to the private sector as a
            percentage of gross domestic product) is also statistically
            significant across various regressions. The more financially
            developed a country is, the more it should invest in riskier
            assets, such as portfolio assets. But Arab investors are
            more risk averse than investors elsewhere. Oil-exporting
            countries tend to invest more in debt assets than in
            portfolio assets. For oil-importing countries, financial
            development is the most important determinant of foreign
            direct investment.","Zaki,Chahir",,,,,,,,,,,,,,,,,,,,,,,
3,31684560,Tajikistan,Policy Research Working Paper,2020-01-06T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 8951,Impact Evaluation series","Стимулирование количества и
            качества медицинских услуг : данные оценки влияния
            финансирования на основе результатов деятельности в сфере
            здравоохранения в Таджикистане",http://documents.worldbank.org/curated/en/928551578334134280/pdf/Incentivizing-Quantity-and-Quality-of-Care-Evidence-from-an-Impact-Evaluation-of-Performance-Based-Financing-in-the-Health-Sector-in-Tajikistan.pdf,/research/2020/01/31684560/incentivizing-quantity-quality-care-evidence-impact-evaluation-performance-based-financing-health-sector-tajikistan,http://documents.worldbank.org/curated/en/928551578334134280/Incentivizing-Quantity-and-Quality-of-Care-Evidence-from-an-Impact-Evaluation-of-Performance-Based-Financing-in-the-Health-Sector-in-Tajikistan,2020/01/31684560/,928551578334134280,,http://documents.worldbank.org/curated/en/928551578334134280/Incentivizing-Quantity-and-Quality-of-Care-Evidence-from-an-Impact-Evaluation-of-Performance-Based-Financing-in-the-Health-Sector-in-Tajikistan,,,"Incentivizing Quantity and Quality of Care :
            Evidence from an Impact Evaluation of Performance-Based
            Financing in the Health Sector in Tajikistan",090224b0874a8f17_1_0,,South Eastern Europe and Balkans,World,Commonwealth of Independent States,"This paper presents the results of an
            impact evaluation of a performance-based financing pilot in
            rural areas of two regions of Tajikistan. Primary care
            facilities were given financial incentives conditional on
            general quality and the quantity provided of selected
            services related to reproductive, maternal and child health,
            and hypertension-related services. The study relies on a
            difference-in-difference design and large-scale household
            and facility-based surveys conducted before the launch of
            the pilot in 2015 and after three years of implementation.
            The performance-based financing pilot had positive impacts
            on quality of care. Significant impacts are measured on
            facility infrastructure, infection prevention and control
            standards, availability of equipment and medical supplies,
            provider competency, provider satisfaction, and even some
            elements of the content of care, measured through direct
            observations of provider-patient interactions. While the
            communities in the performance-based financing districts
            reported higher satisfaction with the local primary care
            facilities, and despite the improvements in quality, the
            findings suggest moderate effects on utilization: among the
            incentivized utilization indicators, only timely postnatal
            care and blood pressure measurements for adults were
            significantly impacted.",,Central Asia,Asia,"Стимулирование количества и качества
            медицинских услуг : данные оценки влияния финансирования на
            основе результатов деятельности в сфере здравоохранения в Таджикистане",,,,,,,,,,,,,,,,,,,,
4,31686267,Middle East and North Africa,Policy Research Working Paper,2020-01-07T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9104","Stages of Development of Payment
            Systems : Leapfrogging across Countries and MENA's
            Place in the World",http://documents.worldbank.org/curated/en/284091578403310061/pdf/Stages-of-Development-of-Payment-Systems-Leapfrogging-across-Countries-and-MENAs-Place-in-the-World.pdf,/research/2020/01/31686267/stages-development-payment-systems-leapfrogging-across-countries-menas-place-world,http://documents.worldbank.org/curated/en/284091578403310061/Stages-of-Development-of-Payment-Systems-Leapfrogging-across-Countries-and-MENAs-Place-in-the-World,2020/01/31686267/Stages-of-Development-of-Payment-Systems-Leapfrogging-across-Countries-and-MENAs-Place-in-the-World,284091578403310061,Office of the Chief Economist (MNACE),http://documents.worldbank.org/curated/en/284091578403310061/Stages-of-Development-of-Payment-Systems-Leapfrogging-across-Countries-and-MENAs-Place-in-the-World,"Gevaudan,Clement","Lederman,Daniel","Stages of Development of Payment Systems :
            Leapfrogging across Countries and MENA's Place in the World",090224b0874b037b_1_0,"payment system; mobile money; federal
            reserve bank of new york; access to bank account; history of
            economic thought; access to financial service; functional
            form; goodness of fit; forms of payment; payment technology;
            state owned bank; traditional banking account; country dummy
            variable; formal bank account; indicators of access;
            traditional payment service; cambridge university press;
            traditional payment system; transfer of value; number of
            adults; electronic payment system; exchange of payment;
            state-owned banks; population with access; modes of payment;
            fitted value; standard error; regression results;
            descriptive statistic; financial inclusion; cashless
            payment; banking system; payment mechanism; digital economy;
            confidence interval; digital finance; quadratic form; send
            remittance; adult population; sample mean; digital technology",,,,"This paper studies the relationship
            between the level of economic development and the incidence
            of three forms of payments across countries, namely the
            incidence of bank accounts, digital payments, and mobile
            money accounts among the adult populations across countries.
            It presents simple statistical tests of leapfrogging, the
            phenomenon by which poor countries surpass rich countries in
            the provision of payments mechanisms. It contributes to a
            broader and long-standing literature on stages of
            development, as well as to the literature on financial
            development and access to finance. The findings suggest that
            there is evidence of ""absolute"" and
            ""relative"" leapfrogging, with both terms defined
            in the paper. In addition, the Middle East and North Africa
            region, on average, suffers from a notable underperformance
            gap across all observed stages of payment-systems
            development. This finding suggests that the region suffers
            from structural impediments to the development of its
            financial and banking systems that go well beyond the
            adoption of digital-technology tools.",,,,,,,,,,,,,,,,,,,,,,,,
5,31686375,Ethiopia,Policy Research Working Paper,2020-01-07T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9105","Free Primary Education,
            Fertility, and Women's Access to the Labor Market :
            Evidence from Ethiopia",http://documents.worldbank.org/curated/en/463371578408927261/pdf/Free-Primary-Education-Fertility-and-Womens-Access-to-the-Labor-Market-Evidence-from-Ethiopia.pdf,/research/2020/01/31686375/free-primary-education-fertility-womens-access-labor-market-evidence-ethiopia,http://documents.worldbank.org/curated/en/463371578408927261/Free-Primary-Education-Fertility-and-Womens-Access-to-the-Labor-Market-Evidence-from-Ethiopia,,463371578408927261,DEC-Knowledge and Strategy (DECKS),http://documents.worldbank.org/curated/en/463371578408927261/Free-Primary-Education-Fertility-and-Womens-Access-to-the-Labor-Market-Evidence-from-Ethiopia,"Chicoine,Luke",,"Free Primary Education, Fertility, and
            Women's Access to the Labor Market : Evidence from Ethiopia",090224b0874b12a2_1_0,"Demographic and Health Survey; international
            institute for educational planning; minimum legal age of
            marriage; ideal number of children; free primary education;
            mother tongue instruction; years of schooling; Education and
            Training Policy; total number of birth; modern methods of
            contraception; changes in government policy; access to
            secondary school; knowledge of family planning; number of
            births; linear trend; language of instruction; standard
            error; body mass index; in school; ideal family size; school
            fee; demand for children; labor market outcome; use of
            contraception; universal primary education; quality of
            education; returns to schooling; impact of education;
            economics of education; change in behavior; impact of
            malaria; distribution of population; Learning and Innovation
            Credit; compulsory schooling law; investment in children;
            method of contraception; adult literacy campaign; mother
            tongue language; ict data; not mutually exclusive; primary
            school student; access to information; access to
            health-care; child health outcomes; empowerment for woman;
            use contraceptive; age of entry; labor market activity;
            Medium of Instruction; bargaining position; age of child;
            modern contraceptive methods; linear time trend; information
            for women; millennium development goal; increase in labor;
            decline in fertility; birth cohort; married woman; manual
            job; professional job; first stage; negative relationship;
            free schooling; school entry; opportunity cost;
            contraception use; administrative boundary; going out; start
            school; causal relationship; census data; Civil War;
            instrumental variable; school child; age trend; fewer child;
            school year; first birth; household decision; bargaining
            power; transitional government; fewer births; indicator variable",Middle East and North Africa,World,Sub-Saharan Africa,"This article investigates the causal
            relationship between women's schooling and fertility by
            exploiting variation generated by the removal of school fees
            in Ethiopia. The increase in schooling caused by the reform
            is identified using both geographic variation in the
            intensity of its impact and temporal variation generated by
            the timing of the implementation. The model finds that the
            removal of school fees led to an increase in schooling for
            Ethiopian women and that each additional year of schooling
            led to a reduction in fertility. An investigation of the
            underlying mechanisms linking schooling and fertility finds
            that the decline in fertility is associated with an increase
            in labor market opportunity and a reduction in women's
            ideal number of children.",,,,,,,,,,,,,,,,,,,,,,,,
6,31686540,India,Policy Research Working Paper,2020-01-07T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9106","The Spillovers of Employment
            Guarantee Programs on Child Labor and Education",http://documents.worldbank.org/curated/en/891701578410026037/pdf/The-Spillovers-of-Employment-Guarantee-Programs-on-Child-Labor-and-Education.pdf,/research/2020/01/31686540/spillovers-employment-guarantee-programs-child-labor-education,http://documents.worldbank.org/curated/en/891701578410026037/The-Spillovers-of-Employment-Guarantee-Programs-on-Child-Labor-and-Education,,891701578410026037,DEC-Knowledge and Strategy (DECKS),http://documents.worldbank.org/curated/en/891701578410026037/The-Spillovers-of-Employment-Guarantee-Programs-on-Child-Labor-and-Education,"Li,Tianshu","Sekhri,Sheetal","The Spillovers of Employment Guarantee
            Programs on Child Labor and Education",090224b0874b148a_1_0,"Private School; Ministry for Rural
            Development; attending school; population growth rate;
            female labor force participation; conditional cash transfer
            program; labor market impact; safety net program design;
            public employment program; Food for Work Program; number of
            classrooms; employment guarantee scheme; agricultural wage;
            agricultural worker; female literacy rate; labor market
            outcome; decline in enrollment; employment and unemployment;
            cost materials; upper primary grade; types of school;
            drinking water facility; growth in enrollment; decrease in
            enrollment; human capital accumulation; teacher
            characteristic; Learning and Innovation Credit; attendance
            at school; nationally representative survey; standard of
            living; social welfare departments; general equilibrium
            framework; enrollment by gender; high school dropout; linear
            time trend; primary school child; work relief program;
            estimation of equation; enrollment of child; longitudinal
            data set; returns to schooling; output per worker;
            performance in schools; children attending schools; Research
            Support; safety net mechanism; demand for labor; central
            government spending; households with child; private school
            enrollment; change in population; international labor
            standard; child labor; school type; fixed effect; standard
            error; urban population; rural employment; school outcome;
            female teacher; pass rate; school incentive; primary
            enrollment; summary statistic; primary class; overall
            enrollment; school level; measurement error; opportunity
            cost; womens literacy; empirical analysis; educational
            outcome; study design; test score; working population;
            female population; semiskilled worker; confidence interval;
            household consumption; average enrollment; student-teacher
            ratio; child work; sample period; quality school; domestic
            chore; social program; demographic characteristic; important
            policy; school infrastructure; idiosyncratic error; school
            choice; empirical model; economic history; rural public;
            employment outcome; natural experiment; linear probability;
            household services; sample survey; fewer child; enrollment
            datum; economic vulnerability; subsequent section; free
            uniform; incentive scheme; administrative structure; child
            education; small states; education funding; rural
            population; population data; Elementary Education; program
            impact; school data; time indicator; state spending; total
            output; anecdotal evidence; summer months; manual worker;
            international economics; financial market; Economic Studies;
            economic study; great depression; creating job; regional
            impact; rural area; participation rate; daily wage; daily
            earnings; enrollment increase; unbalanced panel; data
            availability; regression analysis; empirical specification;
            coefficient estimate; Economic Policy; planning commission;
            Self Employment; universal enrollment; demographic
            composition; school headmaster; household decision; policy
            perspective; self employed; family labor; household
            enterprise; educational institution; remittance recipient;
            supply increase; elementary school; school quality; market
            institution; safety program; unobserved characteristic;
            Social Protection; cultural change; old poor; educational
            response; technological change; funding decision; pilot
            program; government experiment; labor opportunity;
            employment opportunities; employment opportunity;
            legislative assembly; last phase; childrens education;
            International Trade; enrollment trend; principal source;
            theoretical model; labor outcomes; subsequent years; child
            outcome; previous evaluation; unskilled wage; small
            fraction; perverse effects; private aid; higher grade;
            management categories; school performance; employment data;
            minimum wage; grade repetition; spatial variation;
            guaranteed wage; labor supply; open access; development
            policy; research study; field observation; survey data",Asia,World,South Asia,"Many developing countries use
            employment guarantee programs to combat poverty. This paper
            examines the consequences of such employment guarantee
            programs for the human capital accumulation of children. It
            exploits the phased roll-out of India's flagship
            Mahatma Gandhi National Rural Employment Guarantee Scheme
            (MGNREGA) to study the effects on enrollment in schools and
            child labor. Introduction of MGNREGA results in lower
            relative school enrollment in treated districts. The authors
            find that the drop in enrollment is driven by primary school
            children. Children in higher grades are just as likely to
            attend school under MGNREGA, but their school performance
            deteriorates. Using nationally representative employment
            data, they find evidence indicating an increase in child
            labor highlighting the unintentional perverse effects of the
            employment guarantee schemes for Human capital.",,,,,,,,,,,,,,,,,,,,,,,,
7,31689268,Uzbekistan,Policy Research Working Paper,2020-01-08T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 9107","Free Movement and Affordable
            Housing : Public Preferences for Reform in Uzbekistan",http://documents.worldbank.org/curated/en/595891578495293475/pdf/Free-Movement-and-Affordable-Housing-Public-Preferences-for-Reform-in-Uzbekistan.pdf,/research/2020/01/31689268/free-movement-affordable-housing-public-preferences-reform-uzbekistan,http://documents.worldbank.org/curated/en/595891578495293475/Free-Movement-and-Affordable-Housing-Public-Preferences-for-Reform-in-Uzbekistan,2020/01/31689268/Free-Movement-and-Affordable-Housing-Public-Preferences-for-Reform-in-Uzbekistan,595891578495293475,EFI-ECA-POV-Poverty and Equity (EECPV),http://documents.worldbank.org/curated/en/595891578495293475/Free-Movement-and-Affordable-Housing-Public-Preferences-for-Reform-in-Uzbekistan,"Seitz,William Hutchins",,"Free Movement and Affordable Housing :
            Public Preferences for Reform in Uzbekistan",090224b0874b970f_1_0,"Housing; permanent registration; management
            of state; rural area; Poverty and Equity; high rate of
            population growth; right of citizens; housing demand; cost
            housing; cost of housing; domestic migration; per capita
            consumption; average propensity to consume; food consumption
            per capita; high rates of inflation; housing finance system;
            free movement of people; impact on migration decisions;
            joint stock company; poverty reduction and services; public
            authority; Economic Management; state authority; urban
            housing construction; internal migration; housing cost;
            budget share; housing price; temporary residence permit;
            urban development policy; place of residence; level of
            consumption; pace of urbanization; million people; official
            population; supply of labor; quarantine of plant; Real
            estate; cost of living; per capita income; cost of rent;
            right of ownership; increase in income; level of support;
            baseline survey; urban housing market; Rate of migration;
            access to food; urban population growth; former soviet
            union; data collection effort; affordable rental housing;
            ownership of land; number of workers; urban housing demand;
            quality public service; change in income; supply of service;
            rental housing market; allocation of labor; view of
            citizens; urbanization and growth; high fertility rate;
            total population size; social protection program; trend in
            migration; urban wage rate; economies of scale; social
            protection beneficiaries; local labor market; national
            household survey; sparsely populated areas; movement of
            worker; total factor productivity; cause for concern;
            estimates of migration; Social Protection Benefits;
            concentration of people; health care facilities; health care
            facility; labor productivity growth; share of employment;
            agricultural sector fall; value of home; price and quality;
            affordable housing supply; annual household consumption;
            household budget survey; absence of market; labor market
            opportunities; bundle of goods; differences in
            participation; engaging citizens; provision of service;
            housing shortage; demand for worker; economics of
            transition; measure of poverty; impact of privatization;
            length of stay; flow of people; public opinion survey; real
            estate market; expenditure on good; duration of stay;
            migration rate; freedom of movement; urban public service;
            consumption of commodity; land and housing; local executive;
            security of tenure; public service delivery; living index;
            minimum wage; housing affordability; urban migration; low
            rate; secondary market; rental value; economic geography;
            total consumption; subsidized housing; survey data;
            permanent residence; mean change; baseline data; descriptive statistic",South Eastern Europe and Balkans,World,Commonwealth of Independent States,"Uzbekistan has one of the lowest
            rates of internal migration in the world, leading to
            persistent economic imbalances. Drawing from a unique
            monthly panel survey called Listening to the Citizens of
            Uzbekistan and a survey experiment, this paper focuses on
            two factors that prevent domestic mobility: (i) restrictive
            propiska registration policies, and (ii) the exceptionally
            high cost of urban housing. Registration rules prohibit
            migration to urban centers, and urban housing costs push up
            the cost of living to as much as 550 percent of the national
            average, levels severely unaffordable for almost all rural
            residents. But the proposed government reforms in 2019 to
            address these challenges are very popular. The results show
            that about 90 percent of people support lifting all
            registration restrictions and over 80 percent favor
            increasing urban housing construction. The results of the
            experiment show that reform popularity increases when
            propiska rules and housing costs are referenced in randomly
            assigned vignettes. However, views may also be sensitive to
            perceptions of fairness. Recent high-profile involuntary
            demolitions coincided with a doubling of the share
            responding that policies are unfair. The increase was
            further associated with declining optimism and lower support
            for the wider government national development program,
            beyond urbanization issues.",,Central Asia,Asia,"Свобода передвижения и доступность жилья
            : Предпочтения общественности в отношении реформ в Узбекистане",,,,,,,,,,,,,,,,,,,,
