,id,count,docty,docdt,majdocty,colti,display_title,listing_relative_url,url_friendly_title,new_url,guid,origu,url,authors.0.author,authors.1.author,docna.0.docna,entityids.entityid,keywd.0.keywd,keywd.1.keywd,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,geo_regions.3.geo_region,abstracts.cdata!,pdfurl,geo_regions.4.geo_region,geo_regions.5.geo_region,geo_regions.6.geo_region,geo_regions.7.geo_region,geo_regions.8.geo_region,geo_regions.9.geo_region,authors.2.author,authors.3.author,alt_title.0.alt_title,authors.4.author
0,1000458,"United States,Brazil",Policy Research Working Paper,2001-01-31T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2532","Market presence, contestability,
            and the terms-of-trade effects of regional integration",/research/2001/01/1000458/market-presence-contestability-terms-of-trade-effects-regional-integration,http://documents.worldbank.org/curated/en/606781468768837597/Market-presence-contestability-and-the-terms-of-trade-effects-of-regional-integration,2001/01/1000458/market-presence-contestability-terms-of-trade-effects-regional-integration,606781468768837597,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/606781468768837597/Market-presence-contestability-and-the-terms-of-trade-effects-of-regional-integration,"Schiff, Maurice","Chang, Won","Market presence, contestability, and the
            terms-of-trade effects of regional integration",000094946_01021606264631,"Terms of trade; Contestability; Trade
            liberalization; Most favoured nation clause; Tariffs;
            Exchange rates; Regional trade agreements","exchange rate policy;Exchange rate
            policies;preferential tariff;Exchange Rates;market
            presence;price response;development research group;terms of
            trade;preferential trade liberalization;",World,South America,America,North America,"How firms react to a given shock may
            depend on the degree to which rivals are present and on
            whether potentially viable entrants to that market exist.
            The authors try to measure these effects internationally by
            examining the price behavior of the United States in
            Brazil's market when MERCOSUR trade liberalization and
            most-favored-nation (MFN) trade liberalization take place.
            Using detailed panel data on trade and tariff rates, they
            find that both the market presence of a preferred supplier
            and expected entry lessen the U.S. price reaction to MFN
            trade liberalization and increase the U.S. price reaction to
            preferential trade liberalization. Argentina's presence
            in Brazil's market results in a smaller U.S. price
            response to Brazil's MFN tariff change and in a larger
            response to a preferential tariff change. More surprisingly,
            the quantitative effects of market presence and expected
            entry (contestability) are not significantly different from
            each other. Contestability plays no significant role when
            Argentina's is absent from Brazil's market,
            contestability lessens the U.S. response to changes in the
            MFN tariff and increases it in response to changes in the
            preferential tariff. It follows from these results that
            presence in, as well as threat of entry into, partners'
            markets implies lower optimal external tariffs and suggests
            that regional agreements can have pro-competitive effects in
            the presence of contestability. The authors also examine the
            hypothesis of ""symmetry"" between the effect of
            tariffs and that of exchange rates.",,,,,,,,,,,
1,1000470,,Policy Research Working Paper,2001-01-31T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2531","Growth implosions, debt
            explosions, and my Aunt Marilyn : do growth slowdowns cause
            public debt crises?",/research/2001/01/1000470/growth-implosions-debt-explosions-aunt-marilyn-growth-slowdowns-cause-public-debt-crises,http://documents.worldbank.org/curated/en/375471468764352064/Growth-implosions-debt-explosions-and-my-Aunt-Marilyn-do-growth-slowdowns-cause-public-debt-crises,2001/01/1000470/growth-implosions-debt-explosions-aunt-marilyn-growth-slowdowns-cause-public-debt-crises,375471468764352064,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/375471468764352064/Growth-implosions-debt-explosions-and-my-Aunt-Marilyn-do-growth-slowdowns-cause-public-debt-crises,"Easterly,William R.",,"Growth implosions, debt explosions, and my
            Aunt Marilyn : do growth slowdowns cause public debt crises?",000094946_01021705575251,"primary surplus;present value of tax
            revenue;Highly Indebted Poor Countries;gdp growth
            rate;present value of debt;present value of taxes;real
            exchange rate overvaluation;development research
            group;public debt;social rate of return;industrial
            country;debt crisis;net worth;fiscal adjustment;indebted
            poor country;fiscal imbalance;government net worth;highly
            indebted country;fiscal adjustment package;net pension
            liability;infrastructure spending;debt service problem;net
            growth;public debt crisis;real interest rate;public debt
            burden;public sector solvency;determinants of growth;high
            public debt;initial debt;public sector
            investment;Macroeconomics and Growth;overvalued exchange
            rate;slow population growth;budget deficit
            reduction;government budget balance;external debt
            obligation;government financial assets;public debt
            stock;public domestic debt;primary budget balance;amount of
            debt;Macroeconomics & Growth;balance of payment;percent
            inflation rate;rates of return;operations and
            maintenance;government consumption expenditure;empirical
            growth literature;availability of data;national tax
            journal;social security system;net present value;growth of
            trade;fiscal deficit target;asian currency crisis;fiscal
            policy variables;exchange rate valuation;mutual fund
            investment;rapid population growth;high debt ratio;benefits
            from globalization;Labor market rigidities;labor market
            rigidity;primary fiscal deficit;market interest
            rate;government budget constraint;public external debt;debt
            rescheduling;primary deficit;debt problem;fiscal
            balance;steady state;fiscal solvency;Fiscal policies;debt
            relief;primary balance;fiscal shock;negative
            effect;secondary enrollment;trading partner;aid
            receipt;fiscal austerity;fiscal variable;public finance;debt
            level;aid flow;inflation tax;","Debt crisis; Public debt; Economic
            stagnation; Economic shocks; Present value constraints;
            Heavily indebted poor countries; Economic growth rate;
            Fiscal surplus; Budget management; Debt servicing;
            Middle-income economies; Debt rescheduling",,,,,"The worldwide slowdown in growth
            after 1975 was a major negative fiscal shock. Slower growth
            lowers the present value of tax revenues and primary
            surpluses and thus makes a given level of debt more
            burdensome. Most countries failed to adjust to the negative
            fiscal consequences of the growth implosion, so
            public-debt-to-GDP ratios exploded. The growth slowdown
            therefore played an important role in the debt crisis of the
            middle-income countries in the 1980s, the crisis of the
            heavily indebted poor countries (HIPCs) in the 1980s and
            1990s, and the increased public debt burden of the
            industrial countries in the 1980s and 1990s. Moreover, the
            HIPCs' debt problems were worse than elsewhere because,
            as a result of poor policies, these countries grew more
            slowly after 1975 than other low-income countries.
            Econometric tests and fiscal solvency accounting confirm the
            important role of growth in debt crises.",,,,,,,,,,,
2,1000481,,Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2544",The uniqueness of short-term collateralization,/research/2001/02/1000481/uniqueness-short-term-collateralization,http://documents.worldbank.org/curated/en/632591468739154506/The-uniqueness-of-short-term-collateralization,2001/02/1000481/The-uniqueness-of-short-term-collateralization,632591468739154506,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/632591468739154506/The-uniqueness-of-short-term-collateralization,"Klapper,Leora",,The uniqueness of short-term collateralization,000094946_01022305374387,"account receivable;lender of last
            resort;market value of equity;book value of debt;research
            and development expenditure;development research group;case
            of default;risk of default;future cash flow;moral hazard
            problem;likelihood of default;Letter of Credit;sale of
            inventory;future growth opportunity;liquidation value;case
            of bankruptcy;empirical analysis;medium sized
            firms;short-term liquidity risk;working capital
            finance;pledge of collateral;privately held companies;cost
            of bankruptcy;net working capital;source of liquidity;cost
            of goods;probability of default;bankruptcy and
            liquidation;short term debt;lines of credit;availability of
            finance;market for loan;amount of loan;net present
            value;types of finance;secured debt;short-term asset;debt
            contract;dividend payment;short-term debt;secured lender;","Secured transactions; Collateral; Assets;
            Accounts receivable; Borrowing arrangements; Letters of
            credit; Debt contracts",,,,,"The author finds evidence that lines
            of credit secured by accounts receivable are associated with
            business borrowers with a high risk of default. While an
            unsecured short-term loan is repaid from the borrower's
            future cash flow, a loan secured by accounts receivable (a
            unique form of ""inside"" collateral) is repaid from
            previously generated and observed sales (the borrower's
            trade credit terms to its customers). Consequently, lenders
            that secure accounts receivable are most concerned with the
            credit risk of the borrower's customers and the
            borrower's ability to continue to generate new sales. A
            stylized theoretical model demonstrates that the value of a
            secured line-of-credit loan in minimizing contracting costs
            is associated with the borrower's business risk and the
            quality of the borrower's customers. Empirical tests on
            a sample of publicly traded U.S. manufacturing firms find
            that firms with secured line of credit loans are observably
            riskier and have fewer expected growth opportunities. The
            author's findings suggest that observably riskier
            borrowers can borrow more on a secured than on an unsecured
            basis. The results highlight the important role of secured
            letters of credit in providing liquidity to risky,
            credit-constrained firms that might not have access to
            external financing through other channels.",http://documents.worldbank.org/curated/en/632591468739154506/pdf/multi-page.pdf,,,,,,,,,,
3,1000493,"Mexico,Thailand,Cameroon,Bulgaria,Argentina",Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2540","Recapitalizing banking systems :
            implications for incentives and fiscal and monetary policy",/research/2001/02/1000493/recapitalizing-banking-systems-implications-incentives-fiscal-monetary-policy,http://documents.worldbank.org/curated/en/839451468742883713/Recapitalizing-banking-systems-implications-for-incentives-and-fiscal-and-monetary-policy,2001/02/1000493/recapitalizing-banking-systems-implications-incentives-fiscal-monetary-policy,839451468742883713,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/839451468742883713/Recapitalizing-banking-systems-implications-for-incentives-and-fiscal-and-monetary-policy,"Honohan,Patrick Thomas",,"Recapitalizing banking systems :
            implications for incentives and fiscal and monetary policy",000094946_01022405385810,"liquidity need;failed bank;bank's
            balance sheet;formal deposit insurance scheme;effects of
            bank regulation;resolution of banking crisis;net present
            value;Leaving the Bank;currency of denomination;adjustable
            interest rates;monetary policy instrument;repeated bank
            recapitalization;scheme will;long-term bond
            market;short-term interest rate;transfer of value;fixed
            interest rate;market interest rate;types of contract;net
            asset value;portfolio of loan;interest to
            depositors;long-term interest rate;dealing with bank;money
            market rate;claims of depositor;wholesale financial
            market;fiscal management perspective;Exchange rate
            policies;exchange rate policy;government spending
            program;allocation of responsibility;balance sheet
            value;debt management policy;interest rate risk;banking
            system;financial instrument;liability side;Monetary
            Stability;banking policy;long-term bonds;bank
            failure;government bond;budgetary fund;franchise
            value;government credibility;indirect approach;private
            shareholder;deposit liabilities;public fund;financial
            restructuring;private ownership;bank's
            assets;delinquent borrowers;cash outlays;incentive
            structure;government's budget;fiscal authority;Public
            Spending;recovery rate;social return;loan portfolio;Senior
            Tranche;fiscal policy;bank borrowing;Fiscal policies;sinking
            fund;fiscal cost;tax capacity;market confidence;Exchange
            Rates;bank management;local market;capital budget;monetary
            condition;loan recovery;long-term maturity;assets
            side;inflationary finance;capital deficiency;equity
            claim;cash outflow;business opportunity;long-term
            debt;preference shares;subordinated debt;financial
            asset;state agency;bilateral negotiation;financing
            plan;policy tool;residual buyer;financial
            independence;bank's management;market
            expectation;residual control;contract structure;Financing
            plans;corrective taxes;profit sharing;fixed
            percentage;systemic crisis;sound bank;private
            investor;private entity;banking business;insured
            depositor;formal provision;bank shareholders;special
            tax;private spending;inflation tax;deadweight cost;public
            good;credit crunch;public finance;public ownership;capital
            assistance;asset recovery;institutional design;valuing
            asset;adequate incentives;bank's portfolio;common
            sense;econometric analysis;loss allocation;banking
            relationship;negative capital;inadequate capital;regulatory
            capital;initial capital;deposit protection;loan
            repayment;deposit base;currency crisis;currency
            asset;incentive problem;privileged access;interest
            dimension;credit enhancement;large creditor;cash payout;bank
            deposit;net effect;previous crisis;industrial
            subsidy;economic health;debt profile;escrow
            account;insolvent bank;bullet bond;real value;discount
            rate;market participant;bank holding;budgetary
            cost;operational procedure;individual bank;budget
            deficit;incentive conflict;liability structure;fiscal
            strategy;floating market;financial engineering;policy
            stance;monetary management;discount bond;debt structure;cash
            position;debt issuance;Macroeconomic Stability;bank
            restructuring;financial structure;maximum amount;solvency
            ratio;maturity transformation;funding mechanism;competitive
            market;credibility problem;coupon rate;market
            yield;deep-discount bond;capital gain;bank owner;unintended
            effect;money demand;Bank Insolvency;bank asset;official
            action;healthy bank;failed institution;regulatory
            requirement;residual claim;moral hazard;downside risk;cash
            value;currency depreciation;net capital;causal
            linkage;regulatory structure;currency collapse;management
            strategy;tax revenue;subordinated liabilities;risk-free
            rate;asset revaluation;accepted rule;market
            transaction;investment portfolio;bilateral
            arrangement;interest risk;financial autonomy;liquid
            market;optimal policy;","Banking systems; Recapitalization;
            Incentives; Monetary policy; Fiscal policy; Bank
            restructuring; Bank management; Financial instruments;
            Liquidity; Asset yields; Negotiable instruments; Debt
            management; Bank lending instruments",World,West Africa,Sub-Saharan Africa,Southeast Asia,"In the aftermath of a banking crisis,
            most attention is rightly focused on allocating losses,
            rebuilding properly managed institutions, and achieving debt
            recovery. But the authorities' decision to use
            budgetary funds to help restructure a large failed bank or
            banking system also has consequences for the incentive
            structure for the new bank management, for the
            government's budget, and for monetary stability. These
            issues tend to be lumped together, but each should be dealt
            with in a distinctive manner. The author points out, among
            other things, how apparent conflicts between the goals in
            each of these areas can be resolved by suitably designing
            financial instruments and appropriately allocating
            responsibility between different arms of government. First
            the government must have a coherent medium-term fiscal
            strategy that determines broadly how the costs of the crisis
            will be absorbed. Then the failed bank must be securely
            reestablished with enough capital and franchise value to
            move forward as a normal bank. This will typically entail
            new financial institutions involving the government on both
            the asset and the liability sides of the bank's balance
            sheet. The bank should not be left with mismatches of
            maturity, currency, repricing. Assets that are injected
            should be bankable and preferably negotiable. The liability
            structure should give bank insiders the incentive to manage
            the bank prudently. Financial instruments can be complex and
            sophisticated but only if the government has the credibility
            to warrant market confidence that it will deliver on the
            contracts rather than trying to use its lawmaking powers to
            renege. Innovative use of segregating sinking funds and
            ""Brady""-type bonds can help where government
            credibility is weak. Restructuring the bank will alter the
            size, maturity, and other characteristics of the
            government's debt. These characteristics should be
            optimized separately and with the market as a whole, not
            just the affected banks.",,South America,North America,Europe,Asia,Latin America & Caribbean,South Eastern Europe and Balkans,,,,
4,1000494,Pakistan,Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2541","Household schooling decisions in
            rural Pakistan",/research/2001/02/1000494/household-schooling-decisions-rural-pakistan,http://documents.worldbank.org/curated/en/639401468761125208/Household-schooling-decisions-in-rural-Pakistan,2001/02/1000494/household-schooling-decisions-rural-pakistan,639401468761125208,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/639401468761125208/Household-schooling-decisions-in-rural-Pakistan,"Sawada, Yasayuki","Lokshin, Michael",Household schooling decisions in rural Pakistan,000094946_01022405385911,"Home schooling; Household surveys; Rural
            schools; Female teachers; Primary schools; Girls'
            education; School enrollment; Economic theory; Econometric
            models; Decision making; Decision-making process; Resources
            management; Retention; Birth order; Schooling; Access to
            education; Educational attendance; Educational delivery;
            Educational equalization; Educational facilities;
            Supply-side policy; Educational investment","gender gap in education;school
            decision;higher level of education;female teacher;marginal
            rate of transformation;marginal rate of substitution;human
            capital;Primary and Secondary Education;marginal rate of
            return;gender gap in primary;teacher in urban area;credit
            constraint;human capital investment;years of schooling;field
            survey;intrahousehold resource allocation;development
            research group;linear regression model;maximum likelihood
            method;credit market imperfection;Demand For Education;human
            capital accumulation;market interest rate;educational
            investment;estimation result;physical asset;management of
            education;school enrollment rate;high school
            graduate;primary school graduate;amount of credit;supply of
            teacher;accessibility to school;high school education;local
            government official;cash crop production;allocation of
            fund;education of child;education child;improving primary
            education;amount of land;negative income shock;model
            education;education for development;allocation of
            resource;accessibility of school;qualitative response
            model;childrens medical care;probability density
            function;Economic growth theories;supply of
            school;asymptotic covariance matrix;access to
            schooling;educational gender gap;stages of
            education;majority of children;average household
            income;cumulative distribution function;girls primary
            school;international food policy;role of gender;consumption
            over time;economics of education;child health outcomes;share
            of children;impact of shock;primary school
            availability;household income variable;household food
            security;parental income;return to education;modification of
            data;Gender and Education;model of school;Population and
            Development;terms of education;discrimination against
            woman;high opportunity cost;education level;Political
            Economy;child education;precautionary saving;marginal
            effect;transitory income;school entry;Land Ownership;female
            student;postsecondary education;school supply;older
            sibling;health shock;child schooling;indicator
            variable;female education;production function;credit
            availability;social class;progression rate;supply-side
            constraints;utility function;educated parent;educational
            outcome;schooling process;older sister;negative
            effect;supply side;landless farmer;child labor;gender
            indicator;empirical model;survey data;birth order;human
            asset;resource constraint;competition effect;survival
            probability;casual laborers;estimation procedure;shock
            variable;econometric analysis;risk aversion;econometric
            approach;difference equation;rural area;social
            status;childrens schooling;discount factor;Women's
            Education;women teacher;school time;school investment;asset
            accumulation;wage earnings;Higher Education;school
            dropout;likelihood function;household consumption;household
            behavior;wheat production;log-likelihood function;population
            economics;age distribution;functional form;descriptive
            statistic;theoretical model;independent variable;supply
            constraint;economic study;male child;mothers
            education;empirical study;Economic Studies;random
            sampling;gender difference;lagging region;secondary
            level;household asset;young child;survival rate;household
            head;survey site;permanent income;choice model;educational
            decision;explanatory variable;domestic labor;income
            shortfall;nonfarm income;survival function;educational
            resource;temporary emigration;demographic profile;green
            revolution;technological change;labor allocation;economic
            shock;economic statistic;public schooling;sociocultural
            effects;sibling rivalry;population institute;grade
            repetition;gaussian quadrature;negative shock;younger
            sibling;household model;school school;village
            characteristic;random process;monetary income;collected
            information;empirical literature;Learning and Innovation
            Credit;rural economy;cognitive skill;farm activities;farm
            activity;nonparametric estimation;family resource;Public
            Spending;financial market;Education Policy;schooling
            attainment;irreversible investment;social
            background;production asset;african farmer;statistical association",World,South Asia,Asia,,"Human capital investments in Pakistan
            are performing poorly; school enrollment is low, the high
            school dropout rate is high, and there is a definite gender
            gap in education. The authors conducted field surveys in 25
            Pakistani villages and integrated their field observations,
            economic theory, and econometric analysis to investigate the
            sequential nature of education decisions--because current
            outcomes depend not only on current decisions but also on
            past decisions. Their full-information maximum likelihood
            estimate of the sequential schooling decision model reveals
            important dynamics affecting the gender gap in education,
            the effects of transitory income and wealth, and
            intrahousehold resource allocation patterns. They find,
            among other things, that in rural Pakistan: 1) There is a
            high educational retention rate, conditional on school
            entry, and that male and female schooling progression rates
            become comparable at higher levels of education. 2) A
            household's human and physical assets and changes in
            its income significantly affect children's education
            patterns. Birth order affects siblings' competition for
            resources. 3) Serious supply-side constraints on village
            girls' primary education suggest the importance of
            supply-side policy interventions in Pakistan's rural
            primary education--for example, providing more girls'
            primary schools close to villages and employing more female teachers.",,,,,,,,,,,
5,1000495,,Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2542","Checks and balances, private
            information, and the credibility of monetary commitments",/research/2001/02/1000495/checks-balances-private-information-credibility-monetary-commitments,http://documents.worldbank.org/curated/en/164681468741387073/Checks-and-balances-private-information-and-the-credibility-of-monetary-commitments,2001/02/1000495/checks-balances-private-information-credibility-monetary-commitments,164681468741387073,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/164681468741387073/Checks-and-balances-private-information-and-the-credibility-of-monetary-commitments,"Keefer, Philip","Stasavage, David","Checks and balances, private information,
            and the credibility of monetary commitments",000094946_01022405385912,"Checks & balances; Central banks;
            Central bank roles; Exchange rates; Government policy;
            Public information; Cross country analysis; Inflation rates;
            Inflationary pressures; Economic shocks","inflation;independent central bank;exchange
            rate peg;Check and Balances;monetary policy;rate of
            inflation;fixed exchange rate peg;annual rate of
            inflation;higher rate of inflation;high rates of
            inflation;Regulation and Competition Policy;development
            research group;effect on policy outcome;terms of trade
            shock;political decision maker;government decision
            makers;flexible exchange rate;long term contract;nominal
            exchange rate;control of inflation;constant local
            currency;independent monetary policy;export of
            goods;negative supply shock;social welfare function;form of
            commitment;types of legislation;conditions of
            uncertainty;private sector actors;rate of output;consistent
            standard error;monetary policy decision;resolution of
            conflicts;european monetary system;basket of
            currency;exchange rate regime;real exchange
            rate;determinants of inflation;cost of production;measure of
            uncertainty;consumer price index;price of imports;price of
            export;rate of growth;currency board arrangement;political actor;",,,,,"The authors develop and test several
            new hypotheses about the anti-inflationary effect of central
            bank independence and exchange rate pegs in the context of
            different institutions and different degrees of citizen
            information about government policies. Theory provides
            strong reason to believe that while central bank
            independence will prove more effective as a commitment
            mechanism in countries where multiple players in government
            have veto power (checks and balances), the number of veto
            players will have no effect on the credibility of exchange
            rate pegs. Conversely, the authors argue that central bank
            independence does not solve the problems of commitment that
            arise when citizens are imperfectly informed about the
            contribution of government policy to inflation. Exchange
            rate pegs, however, mitigate these problems. The authors
            present extensive evidence from cross-country tests using
            newly developed data that provide strong support for their propositions.",,,,,,,,,,,
6,1000567,,Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2543","When do special interests run
            rampant ? disentangling the role in banking crises of
            elections, incomplete information, and checks and balances",/research/2001/02/1000567/special-interests-run-rampant-disentangling-role-banking-crises-elections-incomplete-information-checks-balances,http://documents.worldbank.org/curated/en/971621468766757124/When-do-special-interests-run-rampant-disentangling-the-role-in-banking-crises-of-elections-incomplete-information-and-checks-and-balances,2001/02/1000567/special-interests-run-rampant-disentangling-role-banking-crises-elections-incomplete-information-checks-balances,971621468766757124,Development Research Group (DECRG),http://documents.worldbank.org/curated/en/971621468766757124/When-do-special-interests-run-rampant-disentangling-the-role-in-banking-crises-of-elections-incomplete-information-and-checks-and-balances,"Keefer,Philip E.",,"When do special interests run rampant ?
            disentangling the role in banking crises of elections,
            incomplete information, and checks and balances",000094946_01030205434797,"Interest groups; Elections; Political
            decision making; Veto; Banking crises; Bank insolvency;
            Government role; Legislative oversight; Information
            dissemination; Checks & balances","special interest;link between inequality and
            growth;Freedom of Information Act;marginal utility of
            income;development research group;Regulation and Competition
            Policy;Check and Balances;",,,,,"The author investigates the political
            determinants of government decisions that benefit special
            interest groups - especially government decisions to deal
            with banking crises. He finds that the better informed the
            voters, the more proximate elections, and the larger the
            number of political veto players ( conditional on the costs
            to voters of relevant policy decision), the smaller the
            government's fiscal transfer are to the financial
            sector and the less likely the government is to exercise
            forbearance in dealing with insolvent financial
            institutions. The results suggest that policies that might
            be appropriate for mitigating banking crises in the United
            States might be less effective in settings where voters are
            less informed, where elections are less competitive, and
            where there are fewer veto players, because in these
            settings checks and balances are missing. These policies
            include: a) Disseminating information about the costs of
            inefficient government decisions. b) Improving the structure
            of legislative regulatory oversight. c) Intervening early in
            insolvent banks. The author concludes that the more veto
            players there are, the less likely policies are to favor
            special interest groups (contrary to previous views).
            Moreover, the closer the elections, the less likely policies
            are to favor special interest groups.",http://documents.worldbank.org/curated/en/971621468766757124/pdf/multi-page.pdf,,,,,,,,,,
7,1000568,"Caribbean,Latin America",Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2545","Financing the future :
            infrastructure needs in Latin America, 2000-05",/research/2001/02/1000568/financing-future-infrastructure-needs-latin-america-2000-05,http://documents.worldbank.org/curated/en/470631468769134028/Financing-the-future-infrastructure-needs-in-Latin-America-2000-05,2001/02/1000568/Financing-the-future-infrastructure-needs-in-Latin-America-2000-05,470631468769134028,"Fin, Private Sec & Infrastructur (LCSFP)",http://documents.worldbank.org/curated/en/470631468769134028/Financing-the-future-infrastructure-needs-in-Latin-America-2000-05,"Fay,Marianne",,"Financing the future : infrastructure needs
            in Latin America, 2000-05",000094946_01030205434798,"Infrastructure financing; Infrastructure
            development; Demand forecasting; Telephone lines; Power
            generation; Roads & highways; Telecommunications;
            Private investments; Private capital flows; Private financing",,,,,,"To assess five-year demand for
            infrastructure investment in Latin America and the
            Caribbean, and the private sector's role in meeting
            this demand, the author developed a model to predict future
            demand for infrastructure - defined as what consumers and
            producers would ask for, given their income and level of
            economic activity. Overall projections over the next five
            years: a) A doubling of telephone mainlines per capita. b) A
            steady increase in electricity generating capacity. c) Small
            increases in water and sanitation coverage. d) Steady
            expansion of road infrastructure, with rail transport
            becoming less important. Investments of $57 billion annually
            for 2000-05 (roughly 2.6 percent of Latin America's
            GDP) are expected to be absorbed largely by electricity ($22
            billion), roads ($18 billion), and telecommunications ($ 6
            billion). A surge in private finance of infrastructure in
            recent years (roughly $35 billion in 1998, excluding
            divestiture payments) has disproportionately favored
            telecommunications ($14 billion) and transport ($12
            billion). Private investment exceeds predicted need for
            telecommunications (although the model did not include costs
            associated with the emergence of cellular phones), covers
            about half the demand for roads, and meets just a fraction
            of needs in power and water and sanitation - where there
            will be a shortfall in investments. Projections are likely
            to be on the low side because they cover new investments,
            not rehabilitation or maintenance.",http://documents.worldbank.org/curated/en/470631468769134028/pdf/multi-page.pdf,,,,,,,,,,
8,1000569,"Moldova,Latvia,Kyrgyz Republic,Kazakhstan,CIS",Policy Research Working Paper,2001-02-28T00:00:00Z,Publications & Research,"Policy, Research working paper ; no. WPS 2546","Gender dimensions of pension
            reform in the Former Soviet Union",/research/2001/02/1000569/gender-dimensions-pension-reform-former-soviet-union,http://documents.worldbank.org/curated/en/112421468777249281/Gender-dimensions-of-pension-reform-in-the-Former-Soviet-Union,2001/02/1000569/Gender-dimensions-of-pension-reform-in-the-Former-Soviet-Union,112421468777249281,Social Protection Team (HDNSP),http://documents.worldbank.org/curated/en/112421468777249281/Gender-dimensions-of-pension-reform-in-the-Former-Soviet-Union,"Castel, Paulette","Fox, Louise","Gender dimensions of pension reform in the
            Former Soviet Union",000094946_01030205434899,"female labor force participation rates;years
            of service;retirement age;Occupational health and
            safety;average wage;pension system;Gender Gap;return on
            contribution;pension reform;replacement rate;per capita
            income;labor market outcome;cash transfer system;defined
            contribution system;loss of welfare;rates of return;average
            wage growth;labor market characteristic;public pension
            system;normal retirement age;social service sector;amount of
            contribution;ratio of women;notional account system;social
            protection system;difference in income;private pension
            fund;spread of poverty;national pension fund;age of
            retirement;world war ii;net present value;analysis of
            gender;compound interest rate;real interest rate;high
            fertility rate;formal pension system;feminization of
            poverty;nominal price level;increase in income;types of
            pension;characteristics of woman;rigid labor market;change
            in behavior;open trade regime;low fertility rate;early
            retirement;life expectancy;contribution rate;acquired
            right;gender difference;financial market;maternity
            leave;payroll tax;old-age pension;gross wage;survivor
            pension;old-age benefit;accrual rate;minimum
            benefit;transition period;discount rate;work
            history;financial return;longer life;minimum
            pension;low-income earner;working life;old-age
            income;old-age security;gender differentiation;pension
            credit;gender dimension;gender implication;differential
            impact;work period;informal sector;transition
            economy;Transition economies;longer period;pension
            benefit;tax burden;disabled child;net change;unpaid
            work;wage gap;accumulated contribution;retirement
            period;worker contribution;Gender Equality;income
            stream;general revenues;future obligation;high
            wage;administrative cost;funded scheme;age
            cohort;sensitivity analysis;state budget;male mortality;tax
            rate;annual wage;occupational segregation;baseline
            scenario;financial resource;basic model;public debt;real
            value;pension right;future pension;gender
            discrimination;benefit formula;public expenditure;gender
            specific;pension obligation;female rate;Port
            Services;borrowing constraint;economic history;cross
            subsidy;working pensioner;real cost;financial
            sustainability;fiscal projection;male wage;investment
            operation;minimum wage;future expenditure;opportunity
            cost;unemployment rate;tax cut;benefit reduction;Infant
            Mortality;commodity price;pay-as-you-go system;elderly
            person;weighted average;Young Workers;privatization
            policy;risk pool;social context;social value;market
            base;significant factor;individual account;government
            guarantee;positive growth;heavy industry;wind
            instrument;income replacement;wage structure;notional
            capital;occupational mobility;funded pension;mountainous
            country;agricultural production;full employment;trade
            network;rural area;income source;elderly woman;joint
            product;household income;market economy;baltic
            sea;population work;Natural Resources;fiscal system;defined
            benefit;old-age allowance;social assistance;record
            keeping;price index;Rural Sector;previous wage;pension
            transfer;tax revenue;increasing share;financial
            function;legal benefit;income loss;benefit gap;interrupted
            work;reformed system;underage child;financial rate;constant
            rate;Pension Income;survivor benefit;pension formula;young
            age;current expenditure;eligibility criterion;lifetime
            income;wage income;work year;gradual change;working-age population;","Pension reform; Gender issues; Transitional
            economies; Cash transfer system; Pay-as-you-go systems;
            Defined contribution plans; Retirement age; Women status;
            Labor markets; Gender differences; Maternity leave; Public awareness",South Eastern Europe and Balkans,World,Europe,Commonwealth of Independent States,"The authors analyze the gender
            implications of pension reform in Kazakhstan, the Kygyz
            Republic, Latvia, and Moldova. The new systems deliberately
            penalize early retirement and reward longer careers, so that
            with no change in behavior or policy, women's pensions
            will be lower than men's on average. Still, the
            implicit financial returns for women remain higher on
            average than returns for men, because of women's longer
            life expectancy and because of redistributory minimum
            pensions. Overall, however, the net change in wealth
            resulting from the reforms will be larger on average for men
            than for women, because they will work longer and get a
            larger pension. Women's longer life expectancy means
            that women can expect to spend the last years of their lives
            alone. If their pensions are too low because of their work
            histories, poverty among elderly women may increase.",http://documents.worldbank.org/curated/en/112421468777249281/pdf/multi-page.pdf,Central Asia,Asia,,,,,,,,
