,id,count,docty,docdt,majdocty,colti,display_title,pdfurl,listing_relative_url,url_friendly_title,new_url,guid,url,authors.0.author,authors.1.author,authors.2.author,docna.0.docna,entityids.entityid,keywd.0.keywd,abstracts.cdata!,geo_regions.0.geo_region,geo_regions.1.geo_region,geo_regions.2.geo_region,geo_regions.3.geo_region,geo_regions.4.geo_region,geo_regions.5.geo_region,geo_regions.6.geo_region,authors.3.author,origu,authors.4.author,alt_title.0.alt_title,authors.5.author,authors.6.author,authors.7.author,authors.8.author,authors.9.author,authors.10.author,authors.11.author,geo_regions.7.geo_region,geo_regions.8.geo_region,geo_regions.9.geo_region,geo_regions.10.geo_region
0,23170489,Europe,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 7149,"European economic and monetary
            union sovereign debt markets",http://documents.worldbank.org/curated/en/703701468275949871/pdf/WPS7149.pdf,/research/2015/01/23170489/european-economic-monetary-union-sovereign-debt-markets,http://documents.worldbank.org/curated/en/703701468275949871/European-economic-and-monetary-union-sovereign-debt-markets,2015/01/23170489/European-economic-and-monetary-union-sovereign-debt-markets,703701468275949871,http://documents.worldbank.org/curated/en/703701468275949871/European-economic-and-monetary-union-sovereign-debt-markets,"Hacihasanoglu, Erk","Rostom,Ahmed Mohamed Tawfick","Sensoy, Ahmet","European economic and monetary union
            sovereign debt markets",000158349_20150106090222,"bond market;finance and markets;bond
            yield;sovereign debt market;sovereign bond;sovereign debt
            crisis;government bond yield;emerging country;Political
            Economy;yield spread;benchmark government bond;lower
            interest rate;stock market volatility;signs of
            recovery;government bond market;commitment from
            governments;vertical line;excess liquidity;international money;","This paper focuses on developments in
            the European Economic and Monetary Union sovereign debt
            markets in the past decade. The rst part analyzes the
            integration and segmentation structure of the bond markets
            of the Economic and Monetary Union before and after the
            sovereign debt crisis, by introducing the novel concept of
            correlation-based stable networks. Accordingly, a fair
            integration is observed between the bond markets during the
            pre-crisis period. However, a strict segmentation emerges,
            separating the members struggling with debt problems and the
            ones with relatively strong scal performances during the
            sovereign debt turmoil. The segmentation structure is
            clearly visualized, revealing the potential paths for crisis
            and recovery transmission in the future. In the second part,
            the paper comments on the recent decreasing trend in
            Economic and Monetary Union member bond yields and their
            increasing degree of co-movement. Accordingly, the paper
            argues that these changes do not depend on the scal
            performances of the member countries, but depend on the
            illusion of quality that appeared with the Fed (U.S. Federal
            Reserve) tapering signals in early 2013.",,,,,,,,,,,,,,,,,,,,,,
1,23171166,Africa,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 7150,LSMS","From tragedy to renaissance :
            improving agricultural data for better policies",http://documents.worldbank.org/curated/en/313131468194048389/pdf/From-tragedy-to-renaissance-improving-agricultural-data-for-better-policies.pdf,/research/2015/01/23171166/tragedy-renaissance-improving-agricultural-data-better-policies,http://documents.worldbank.org/curated/en/313131468194048389/From-tragedy-to-renaissance-improving-agricultural-data-for-better-policies,2015/01/23171166/From-tragedy-to-renaissance-improving-agricultural-data-for-better-policies,313131468194048389,http://documents.worldbank.org/curated/en/313131468194048389/From-tragedy-to-renaissance-improving-agricultural-data-for-better-policies,"Banerjee,Raka","Carletto,Calogero","Jolliffe,Dean Mitchell","From tragedy to renaissance : improving
            agricultural data for better policies",000158349_20150106100529,"Agriculture;agricultural
            statistic;Agricultural Statistics;Crop;agricultural
            data;farmer;land area;conversion factor;Nutrition and Food
            Security;rural poverty reduction strategy;inefficient
            allocation of resource;share of total spending;Poverty &
            Inequality;measurement error;agricultural productivity;crop
            production;household and individual;national household
            survey;area under cultivation;crop production
            estimate;development partner;high resolution imagery;success
            and failure;data collection protocols;food consumption
            data;factor of production;term of data;data collection
            activity;degree of certainty;agricultural input
            subsidies;role of politics;fruit and vegetable;income from
            livestock;source of income;source income;literacy and
            numeracy;animal protein consumption;data collection
            process;technical assistance efforts;prima facie
            evidence;reduction in poverty;education and health;improved
            food security;lack of relevance;comments and
            feedback;increase in income;household survey data;engine of
            growth;integrated household survey;rural labor
            market;agricultural census;data system;agricultural
            sector;policy relevance;","Agricultural development is an
            essential engine of growth and poverty reduction, yet
            agricultural data suffer from poor quality and narrow
            sectoral focus. There are several reasons for this: (i)
            difficult-to-measure smallholder agriculture is prevalent in
            poor countries, (ii) agricultural data are collected with
            little coordination across ministries of agriculture and
            national statistics offices, and (iii) poor analysis
            undermines the demand for high-quality data. This paper
            argues that initiatives like the Global Strategy to Improve
            Agricultural and Rural Statistics bode well for the future.
            Moving from Devarajan's statistical ""tragedy""
            to Kiregyera's statistical ""renaissance"" will
            take a continued long-term effort by individual countries
            and development partners.",,,,,,,,,,,,,,,,,,,,,,
2,23171167,Zambia,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 7151,"More than copper: toward the
            diversification and stabilization of Zambian exports",http://documents.worldbank.org/curated/en/105561468328592503/pdf/WPS7151.pdf,/research/2015/01/23171167/more-copper-toward-diversification-stabilization-zambian-exports,http://documents.worldbank.org/curated/en/105561468328592503/More-than-copper-toward-the-diversification-and-stabilization-of-Zambian-exports,2015/01/23171167/More-than-copper-toward-the-diversification-and-stabilization-of-Zambian-exports,105561468328592503,http://documents.worldbank.org/curated/en/105561468328592503/More-than-copper-toward-the-diversification-and-stabilization-of-Zambian-exports,"Brulhart,Marius","Dihel,Nora Carina","Kukenova,Madina","More than copper: toward the diversification
            and stabilization of Zambian exports",000158349_20150106101732,"lack of transparency and
            predictability;limited access to finance;access to foreign
            market;larger number of observation;trade facilitation and
            logistics;duty drawback scheme;export product;exchange rate
            volatility;delays at border;distribution of wealth;cost of
            compliance;global economic crisis;flow of good;access to
            import;department of economics;high fixed cost;share of
            import;domestic food security;tariff import;foreign exchange
            risk;regional trade integration;works of art;farm gate
            price;cumbersome duty drawback;good regulatory
            governance;regional trade agreement;measure of import;food
            security challenge;exchange rate variability;human capital
            development;regional integration scheme;exchange rate
            fluctuation;payment of tax;technical assistance grant;duty
            free imports;foreign exchange rate;world market
            price;floating exchange rate;regional trade links;economies
            of scale;foreign exchange transaction;foreign exchange
            control;national science foundation;balance of
            payment;baseline hazard function;financial service
            provider;tariff on import;international financial
            transaction;destination country;product category;export
            transaction;intermediate input;import product;destination
            market;Export Diversification;exporting firms;border
            measure;export patterns;export concentration;imported
            inputs;hazard rate;traditional products;fitted
            value;survival rate;maize export;export market;export
            value;global commodity;exchange-rate movements;raw
            material;exchange-rate volatility;private investment;export
            sector;production cost;intermediate imports;trade
            datum;sample period;export dynamics;products export;input
            cost;buyer requirement;econometric analysis;hazard
            model;plant health;Exchange Rates;price control;survival
            function;export flow;firm-level exports;administrative
            procedure;trade restriction;Trade Policy;Trade
            Policies;regression analysis;agricultural commodity;trade
            flow;survival probability;agricultural product;customs
            datum;regulatory measure;regulatory requirement;entry
            rate;steel product;international market;firm
            entry;transparent market;goods market;professional
            service;qualified professional;cross-border mobility;price
            volatility;vocational curriculum;operational
            constraints;regional dialogue;financial instrument;positive
            coefficient;allocation system;export opportunities;product
            type;manufacturing export;regional cooperation;landlocked
            country;targeted incentive;export regime;trade
            relationship;policy predictability;trade ban;export
            crop;excessive volatility;export opportunity;financial
            return;tight restriction;average product;regional
            negotiations;output price;requirement use;private
            value;export requirement;foreign donor;export
            business;smallholder farmer;standards certification;market
            participation;trade costs;trade requirement;supplier
            capacity;maize grain;information asymmetry;international
            reserve;input taxation;regression coefficient;payment
            system;Tax Exemption;gravity variables;initial
            value;estimation result;reform measure;high trade;individual
            exporters;hazard ratio;empirical analysis;business
            environment;government effort;economic zone;producer
            price;consumer price;maize production;manufactured
            export;imported intermediate;horticultural product;fruit
            juice;high tax;capital good;input price;rural
            enterprise;input use;clothing industry;refund
            payments;import good;telecommunications
            infrastructure;informational gap;foreign
            country;diversification strategy;government support;work
            permit;agricultural growth;production base;air
            freight;transport cost;political instability;target
            market;foreign client;finished goods;documentation
            requirement;regulatory cost;farm input;product
            registration;maize sector;coefficient estimate;open
            access;development policy;business administration;export
            industry;trade grouping;negative sign;regression model;trade
            regime;large mining;export price;external policy;mineral
            export;foreign demand;incomplete data;Mineral Sector;export
            statistics;product level;subsequent years;transaction number","This paper analyzes Zambian export
            patterns using a new transaction-level trade data set for
            the period 1999-2011. The data show that, in international
            comparison, Zambian exports are exceptionally concentrated
            (on mining products). This reliance has been increasing in
            recent years. Zambia's exports are also characterized
            by a high level of churning of firms and products.
            Multivariate models of survival probabilities suggest that
            exchange rate volatility and difficult access to imported
            inputs significantly inhibit diversified and stable exports.
            The econometric analysis is complemented with a qualitative
            study of the Zambian export sector. The analysis concludes
            that one of the main policy levers for unleashing
            Zambia's full potential as an exporter is by
            facilitating access to imported inputs. Additional measures
            that ease foreign exchange transactions, simplify export and
            certification requirements, and increase the predictability
            of Zambia's trade regime could be effective to promote
            Zambia's nontraditional exports.",Southern Africa,Sub-Saharan Africa,World,,,,,,,,,,,,,,,,,,,
3,23172052,World,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 7152,"Born with a silver spoon :
            inequality in educational achievement across the world",http://documents.worldbank.org/curated/en/750071468142789957/pdf/WPS7152.pdf,/research/2015/01/23172052/born-silver-spoon-inequality-educational-achievement-across-world,http://documents.worldbank.org/curated/en/750071468142789957/Born-with-a-silver-spoon-inequality-in-educational-achievement-across-the-world,2015/01/23172052/Born-with-a-silver-spoon-inequality-in-educational-achievement-across-the-world,750071468142789957,http://documents.worldbank.org/curated/en/750071468142789957/Born-with-a-silver-spoon-inequality-in-educational-achievement-across-the-world,"Balcazar Salazar,Carlos Felipe","Narayan,Ambar","Tiwari,Sailesh","Born with a silver spoon : inequality in
            educational achievement across the world",000158349_20150106112627,"inequality of opportunity;Public
            Spending;measure of inequality;educational achievement;Gross
            National Income Per Capita;public spending on primary
            education;public expenditure;effect of public
            spending;inequality index;years of schooling;test
            score;indicator of life expectancy;Primary and Secondary
            Education;life expectancy at birth;higher level of
            education;basic services for children;education of
            parent;role of gender;standard of living;works of art;","This paper assesses inequality of
            opportunity in educational achievement using the Human
            Opportunity Index methodology on data from the Programme for
            International Student Assessment. The findings suggest that
            there are large inequalities in learning outcomes as
            measured by demonstrated proficiency in Programme for
            International Student Assessment test scores in math,
            reading, and science. Differences in wealth, parental
            education, and area of residence explain a bulk of this
            inequality in most of the countries in the sample.
            Consistent with what has been documented previously in the
            literature, the paper also finds a strong and stable
            correlation between inequality of opportunity and public
            spending on school education. An exploration of the changes
            in inequality of opportunity between the 2009 and 2012
            rounds of the Programme for International Student
            Assessment, using parametric and nonparametric techniques,
            suggests that there has been little progress.",,,,,,,,,,,,,,,,,,,,,,
4,23172053,Latin America,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 7153","Long-run effects of democracy on
            income inequality : evidence from repeated cross-sections",http://documents.worldbank.org/curated/en/214641468047655223/pdf/WPS7153.pdf,/research/2015/01/23172053/long-run-effects-democracy-income-inequality-evidence-repeated-cross-sections,http://documents.worldbank.org/curated/en/214641468047655223/Long-run-effects-of-democracy-on-income-inequality-evidence-from-repeated-cross-sections,2015/01/23172053/Long-run-effects-of-democracy-on-income-inequality-evidence-from-repeated-cross-sections,214641468047655223,http://documents.worldbank.org/curated/en/214641468047655223/Long-run-effects-of-democracy-on-income-inequality-evidence-from-repeated-cross-sections,"Balcazar Salazar,Carlos Felipe",,,"Long-run effects of democracy on income
            inequality : evidence from repeated cross-sections",090224b083066e7d_2_0,"education for all;war countries;econometrics
            of panel data;political economy of growth;measures of income
            inequality;Checks on Executive Power;public investment in
            education;democratic institution;economic crisis;quality of
            education;source income;average educational
            attainment;source of income;average labor income;second
            world war;household survey data;redistribution of
            income;data on income;Access to Education;sociology of
            education;democracy and growth;human capital formation;Rule
            of Law;increase in inequality;mechanism of
            accountability;allocation of resource;access to
            job;purchasing power parity;standard deviation;property
            right;Public Spending;democratic regime;standard
            error;political regime;measurement error;dynamic model;birth
            cohort;education output;small sample;good policy;social
            outcome;political institution;political power;broad
            access;historical perspective;military
            dictatorship;political science;social program;Early
            childhood;wage dispersion;confidence interval;Public
            Services;younger cohort;intergenerational impact;simple
            average;educational opportunity;missing value;present
            evidence;institutional factor;political elite;Economic
            Inequality;empirical research;unequal
            distribution;consistent estimator;Labor Market;political
            change;median voter;Economic Policy;robustness
            check;information cost;differential paths;invisible
            hand;world economy;democratic society;wage
            bargaining;declining inequality;political control;book
            review;factor endowment;political determinant;economic
            historian;income redistribution;school fee;public
            bureaucracy;policy process;empirical analysis;privileged
            position;Labor Union;transitory shock;economic
            instability;wage structure;redistributive transfer;earnings
            inequality;middle class;social policy;intertemporal
            variation;average wage;social spending;education
            spending;monopoly power;debt crisis;productivity
            differences;regression model;social policies;socioeconomic
            impact;professional soldier;entry barrier;distributive
            politics;oecd countries;minimum wage;public
            choice;conservative parties;survey period;time-invariant
            variable;commitment device;inequality effect;democratic
            government;teenage years;independent country;idiosyncratic
            error;political competition;peace treaty;historical
            evidence;education standard;forced labor;forced
            sale;increased supply;empirical study;cross-country
            panel;life expectancy;policy-making process;interest
            group;authoritarian regimes;political environment;democracy
            index;long-term effect;cross-country study;representative
            sample;constant price;increased returns;political
            stability;political inequality;colonial
            masters;socioeconomic conditions;legal system;political
            parties;public education;social exclusion;legal
            framework;disproportionate share;median income;economic
            institution;school year;work year;bargaining power;social
            skill;educational resource;cognitive skill;higher
            taxation;rational choice;cross-country comparison;Civil
            War;instrumental variable;educated parent;exclusion
            restriction;gender difference;econometric
            approach;egalitarian society;political
            participation;historical pattern;open access;development
            policy;persistent inequality;political party;egalitarian
            distribution;asian countries;representative democracy;regime
            change;economic depression;political unrest;institutional
            change;smaller share;military coup;lagged value;educational
            effect;military force;multidimensional process;policy
            outcome;school service;structural adjustment;high wage;high
            unemployment;capital income;capital asset;arms
            industry;marginalized group;formal schooling;asymptotic theory;","This paper assesses the link between
            democracy and inequality. Inequality is measured at the
            cohort level with pseudo-panel data built from nine Latin
            American countries' household surveys (1995-2009,
            biannual). Democracy is measured as a stock during long
            periods of time both before and after each cohort's
            year of birth. The paper presents evidence that long-run
            historical patterns in the degree of democracy relate to
            income inequality. However, this relationship is
            non-monotonic: inequality rst increases with the stock of
            democracy before falling. The paper also presents evidence
            that education may be a mechanism explaining this result.",,,,,,,,,,,,,,,,,,,,,,
5,23172683,Kyrgyz Republic,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,Policy Research working paper ; no. WPS 7154,"Local budget transparency and
            participation : evidence from the Kyrgyz Republic",http://documents.worldbank.org/curated/en/679561468041632913/pdf/WPS7154.pdf,/research/2015/01/23172683/local-budget-transparency-participation-evidence-kyrgyz-republic,http://documents.worldbank.org/curated/en/679561468041632913/Local-budget-transparency-and-participation-evidence-from-the-Kyrgyz-Republic,2015/01/23172683/Local-budget-transparency-and-participation-evidence-from-the-Kyrgyz-Republic,679561468041632913,http://documents.worldbank.org/curated/en/679561468041632913/Local-budget-transparency-and-participation-evidence-from-the-Kyrgyz-Republic,"Esenaliev,Damir","Kisunko,Gregory",,"Local budget transparency and participation
            : evidence from the Kyrgyz Republic",000158349_20150106131856,"local budget;local budget process;Labor
            Market;community characteristic;internal migrant;years of
            schooling;regression analysis;local election;social
            group;local self-governance;local government body;asset
            index;number of cars;budget hearing;political
            attitude;Public Services;principal component
            analysis;household and individual;access to
            information;community data;household level;political
            preference;ethnic group;citizen participation;financial help;","The paper investigates determinants
            of civic participation in local budget processes in rural
            areas in the Kyrgyz Republic by using data from the Life in
            Kyrgyzstan survey, conducted in 2012. The analysis of the
            data suggests that although civic awareness and interest in
            local budget processes is relatively high, the participation
            rate in local budgeting processes is low. The paper also
            shows that interest, awareness, and participation are
            positively associated with the age, education, employment,
            risk-taking attitudes, trust, and social capital of
            respondents. The paper documents that unawareness and lack
            of participation are largely related to being female, of
            non-Kyrgyz ethnic origin, inactive in the labor market,
            recent internal migrants, and residents of communities with
            poor infrastructure.",South Eastern Europe and Balkans,Asia,Central Asia,Commonwealth of Independent States,World,,,,,,,,,,,,,,,,,
6,23173043,"Chile,Paraguay,Mexico,Honduras,China,Brazil,Argentina",Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 7155,Paper is funded by the Strategic Research
            Program (SRP)","The rise of China and labor
            market adjustments in Latin America",http://documents.worldbank.org/curated/en/975981468019161171/pdf/WPS7155.pdf,/research/2015/01/23173043/rise-china-labor-market-adjustments-latin-america,http://documents.worldbank.org/curated/en/975981468019161171/The-rise-of-China-and-labor-market-adjustments-in-Latin-America,2015/01/23173043/The-rise-of-China-and-labor-market-adjustments-in-Latin-America,975981468019161171,http://documents.worldbank.org/curated/en/975981468019161171/The-rise-of-China-and-labor-market-adjustments-in-Latin-America,"Artuc,Erhan","Lederman,Daniel","Rojas Alvarado,Luis Diego","The rise of China and labor market
            adjustments in Latin America",000158349_20150106143734,"Mining;Manufacturing;manufacturing
            export;marginal product of labor;net export;share of world
            trade;number of workers;Agriculture;entry cost;change in
            prices;local labor market;movement of worker;local market
            condition;movement of labor;level of
            employment;manufacturing sector;vulnerability index;positive
            shock;effect on employment;degree of informality;labor
            market friction;total manufacturing export;average real
            wage;increase in labor;consumer price index;labor market
            adjustment;utility function parameter;export growth
            rate;social security system;export of goods;comparative
            advantage index;global market share;demand for
            labor;bilateral trade data;export market share;raw material
            price;perfectly competitive market;stock of capital;formal
            sector;transition matrix;formal manufacturing;price
            change;labor mobility;manufacturing good;informal
            employment;demand shock;negative shock;labor
            share;agricultural good;option value;labor allocation;import
            demand;labor demand;trading partner;agricultural
            sector;informal sector;high wage;labor supply;open
            economy;weighted average;steady state;expected value;export
            supply;production function;price shock;world exports;formal services;","This paper assesses the impact of the
            rise of China on the trade of Latin American and Caribbean
            economies. The study proposes an index to measure the impact
            on trade, which suggests sizable effects, especially in
            Argentina, Brazil, Chile, Honduras, Mexico, and Paraguay.
            The paper uses the index and a model of labor mobility, to
            calculate the impact of China's growth on labor markets
            in Argentina, Brazil, and Mexico. The resulting evidence
            suggests that the rise of China has had positive effects on
            agriculture and mining in Argentina and Brazil, which offset
            negative impacts on manufacturing industries, thus leaving
            total employment and real wages virtually unchanged in the
            long run. In contrast, the estimated impacts of China's
            rise on Mexico imply that the sizable shock to manufacturing
            was not offset by the positive shocks on mining and
            agriculture, reducing employment in the long run. The paper
            also discusses the effect of China on the degree of
            informality in these three economies and contrasts short-run
            and long-run effects on employment and wages across industries.",Latin America & Caribbean,Asia,Central America,East Asia and Pacific,North America,South America,World,,,,,,,,,,,,,,,
7,23173044,"World,United States,Bangladesh",Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,"Policy Research working paper,no. WPS 7156,Paper is funded by the Strategic Research
            Program (SRP)","Firm heterogeneity and costly
            trade: a new estimation strategy and policy experiments",http://documents.worldbank.org/curated/en/526431468165868023/pdf/WPS7156.pdf,/research/2015/01/23173044/firm-heterogeneity-costly-trade-new-estimation-strategy-policy-experiments,http://documents.worldbank.org/curated/en/526431468165868023/Firm-heterogeneity-and-costly-trade-a-new-estimation-strategy-and-policy-experiments,2015/01/23173044/Firm-heterogeneity-and-costly-trade-a-new-estimation-strategy-and-policy-experiments,526431468165868023,http://documents.worldbank.org/curated/en/526431468165868023/Firm-heterogeneity-and-costly-trade-a-new-estimation-strategy-and-policy-experiments,"Cherkashin,Ivan","Demidova,Svetlana","Kee,Hiau Looi","Firm heterogeneity and costly trade: a new
            estimation strategy and policy experiments",000158349_20150106144229,"demand shock;Growth and Opportunity
            Act;Trade & International Integration;uruguay
            round;marginal cost of production;trade policy
            environment;partial equilibrium model;elasticity of substitution;","This paper builds a tractable partial
            equilibrium model to help explain the role of trade
            preferences given to developing countries, as well as the
            efficacy of various subsidy policies. The model allows for
            firm level heterogeneity in demand and productivity and lets
            the mass of firms that enter be endogenous. Trade
            preferences given by one country have positive spillovers on
            exports to others in this model. Preferences given by the
            European Union to Bangladesh in an industry raise profits,
            resulting in entry, and some of these firms also export to
            the United States. The parameters of the model are estimated
            using cross sectional customs data on Bangladeshi exports of
            apparel to the United States and European Union.
            Counterfactual experiments regarding the effects of reducing
            costs, both fixed and marginal, or of trade preferences
            offered by an importing country are performed. The
            counterfactuals show that reducing fixed costs at various
            levels has very different effects and suggest that such
            reductions are more effective in promoting exports when
            applied at later stages when firms are more committed to
            production. A subsidy of 1.5 million dollars to industry
            entry costs raises exports by only 0.4 dollars for every
            dollar spent, but when applied to fixed costs of production,
            it raises exports by $25 per dollar spent.",Latin America & Caribbean,Asia,North America,South Asia,World,,,"Krishna,Kala M.",,,,,,,,,,,,,,
8,23173058,World,Policy Research Working Paper,2015-01-01T00:00:00Z,Publications & Research,"Impact Evaluation series,Policy Research working paper ; no. WPS 7157","Impact evaluation helps deliver
            development projects",http://documents.worldbank.org/curated/en/676351468320935363/pdf/WPS7157.pdf,/research/2015/01/23173058/impact-evaluation-helps-deliver-development-projects,http://documents.worldbank.org/curated/en/676351468320935363/Impact-evaluation-helps-deliver-development-projects,2015/01/23173058/Impact-evaluation-helps-deliver-development-projects,676351468320935363,http://documents.worldbank.org/curated/en/676351468320935363/Impact-evaluation-helps-deliver-development-projects,"Di Maro,Vincenzo","Legovini,Arianna","Piza,Caio",Impact evaluation helps deliver development projects,000158349_20150106152246,"economic and sector work;Finance &
            Private Sector;high school financial education;research
            need;net official development assistance;effectiveness of
            aid;composite error term;quality at entry;impact of
            intervention;availability of fund;parameter of
            interest;difference in outcomes;construction of
            infrastructure;Public Sector Governance;quality assurance
            process;general budget support;transfer of resource;public
            policy process;point of departure;average treatment
            effect;loan size;fixed effect;project financing;disbursement
            path;project selection;point estimate;project
            duration;institutional factor;optimal balance;adverse
            selection;project plan;descriptive statistic;development
            policy;future research;health facility;literature
            review;empirical analysis;disbursement rate;estimation
            strategy;standard error;private good;conceptual
            framework;standard deviation;administrative datum;survey
            data;operational tool;infrastructure sector;unbalanced
            panel;field staff;counterfactual analysis;Social
            Protection;positive relationship;project
            ratings;market-oriented reforms;positive
            externality;evaluation research;Business
            Climate;time-invariant variable;idiosyncratic
            component;fragile states;unobserved characteristic;public
            good;fact sheet;consistent estimate;strategic
            approach;present evidence;reputational risk;structured
            learning;experimental treatment;unobserved
            variable;analytical tool;midcourse correction;research
            design;real time;operational research;donor
            funding;potential contribution;portfolio review;knowledge
            generation;Agricultural Investment;cultural change;research
            capacity;project size;institutional environment;satisfactory
            answer;qualitative assessment;aid flow;knowledge gap;project
            approval;Macroeconomic Policy;national policy;open
            access;remedial action;project operation;idiosyncratic
            factors;research assistance;beneficiary assessment;financial
            flow;transmission mechanism;positive impact;explanatory
            factors;civil liberty;Political Economy;essential
            medicines;aid financing;external review;monitoring
            indicator;donor agencies;empirical investigation;field
            experiment;political condition;measure of use;project
            datum;negative coefficient;business economics;direct
            transfer;foreign assistance;anecdotal evidence;","Does research add value to aid
            Specifically, does impact evaluation research help or hinder
            the delivery of development projects This paper analyzes the
            question by constructing a new data set of 100 impact
            evaluations and 1,135 projects approved by the World Bank
            between 2005 and 2011. The analysis finds that the delivery
            of projects with impact evaluation is significantly
            timelier: common delays are avoided and the gap between
            planned and actual disbursements is reduced by half.
            Evidence-based mid-course corrections, a clearer
            implementation road map, strengthened capacity on the
            ground, and observer effects are possible channels to
            explain the results. Hopefully, this analysis will stimulate
            discussion over the optimal balance between project
            financing and the impact evaluation research needed to
            deliver development outcomes.",,,,,,,,,,,,,,,,,,,,,,
