"paper_id","year","outbound_citations","inbound_citations"
13260097,2012,54,35
13260692,2012,81,41
13261231,2009,33,33
13262366,2006,1,0
13262684,2005,9,7
13262997,2007,18,6
13263989,2013,31,13
13264202,2006,17,17
13265216,2012,5,0
13266074,2017,23,5
13267167,2004,18,61
13267216,2008,13,27
13267842,2003,11,6
13268490,2017,22,3
13269078,2015,27,6
13269269,2014,11,28
13269696,2017,51,4
13269787,2013,37,46
153151612,2001,0,0
153154719,2015,4,1
153156860,2013,0,0
78711152,2016,4,3
78713563,2012,1,0
78716730,2009,11,0
117720048,2019,40,0
117724942,2019,30,0
123228081,2016,0,0
23370476,2006,13,18
23370694,2010,10,16
23370847,2004,8,6
23370961,2010,26,4
23371036,2015,57,0
23371337,2004,19,3
23372294,2002,39,0
23373359,2012,25,3
23373414,2016,5,1
23373507,2013,46,33
23374155,2012,42,7
23374490,2003,19,12
23375546,2017,60,0
23375574,2011,25,7
23375844,2009,10,22
23376193,2011,7,30
23376725,2013,64,149
23376986,2005,23,5
23377802,2001,22,8
23377920,2003,17,27
23378119,2005,7,49
23378372,2004,26,1
23378747,2004,0,0
23378820,2015,8,8
23378834,2001,5,5
23378980,2015,34,14
23379067,2017,43,3
23379688,2013,3,0
8062133,2001,21,15
8062150,2016,93,3
8062612,2014,42,7
8063538,2004,24,1
8063812,2004,11,10
8066155,2014,12,14
8066156,2004,2,0
8066181,2008,36,12
8066506,2012,31,5
8066789,2007,50,5
8067053,2013,8,61
8067210,2016,0,3
8068261,2013,0,0
8068537,2014,31,6
8069157,2005,27,9
8069212,2012,47,39
85840844,2008,58,0
28692432,2016,10,0
28692558,2002,14,3
28693862,2017,26,7
28693998,2007,0,8
28694692,2002,0,18
28694803,2003,76,49
28695102,2007,36,9
28695716,2015,18,9
28697398,2015,8,0
28697765,2004,6,2
28699091,2010,47,36
28699422,2012,38,5
213556875,2020,17,5
27120815,2009,14,1
27121796,2014,4,0
27121805,2016,45,1
27123329,2016,30,10
27124422,2004,15,5
27124637,2012,8,0
27124722,2014,25,347
27125533,2007,1,7
27126520,2014,26,4
27127967,2004,8,8
27128410,2010,1,46
159681292,2005,0,0
159689365,2016,0,1
58991404,2018,6,0
58992169,2019,32,0
58997172,2002,0,0
11130056,2007,38,53
11131827,2005,26,4
11132358,2012,14,0
11132409,2007,16,7
11132697,2006,4,0
11133001,2001,20,1
11133099,2017,6,8
11133537,2010,29,1
11135318,2015,19,1
11135917,2006,25,82
11137686,2011,0,4
11138191,2010,2,0
11138460,2007,49,63
11138907,2012,36,5
11139368,2016,100,7
30531414,2014,0,18
30532647,2006,0,19
30533097,2010,39,15
36130428,2007,9,1
36130769,2009,14,4
36134900,2005,1,1
36136256,2008,33,11
36137137,2001,14,10
58940740,2016,13,1
58942100,2007,21,14
58942343,2012,20,4
58942521,2013,26,0
58943618,2012,0,16
58944235,2014,24,0
58947125,2020,31,1
58947780,2019,36,0
58947802,2019,22,0
58948846,2019,11,2
58948882,2019,36,1
58949115,2019,28,2
58949425,2019,17,0
58949520,2019,56,4
58949576,2018,19,2
58949812,2019,17,0
58949854,2019,53,3
154591217,2013,17,0
154592070,2010,1,0
154592885,2012,5,2
154592915,2014,54,4
154593491,2010,13,2
154593860,2014,0,0
154593897,2005,0,4
154595911,2010,14,2
154596279,2014,16,8
154599658,2006,12,5
154599931,2006,3,6
31400821,2016,20,0
31401002,2013,5,4
31401152,2008,32,8
31401733,2007,17,4
31402677,2010,0,0
31403049,2012,4,5
31403118,2003,12,75
31404398,2003,41,46
31404401,2015,0,11
31404412,2009,40,86
31405938,2008,26,19
31406299,2014,13,0
31407064,2016,31,0
31407759,2012,11,2
31408689,2015,28,5
31409026,2010,6,0
35740706,2005,37,0
35741655,2015,0,3
35741838,2012,68,1
35743060,2010,8,1
35743528,2001,1,12
35744287,2011,18,4
35747697,2010,0,0
35748703,2016,0,0
28410229,2010,16,23
28410433,2017,52,30
28410802,2016,25,18
28412431,2002,0,0
28414261,2006,79,44
28414409,2007,20,13
28417069,2015,17,10
28417497,2010,12,8
28418019,2015,13,0
28418972,2015,37,22
28419045,2007,9,50
28419639,2016,51,1
205720012,2009,0,0
205721627,2009,0,1
205722217,2009,0,0
205724134,2009,0,7
205724293,2009,4,0
205726546,2016,44,2
205727207,2008,21,36
205727771,2009,0,0
205729131,2008,12,15
150461470,2001,0,9
150463517,2008,0,0
150463621,2013,4,0
150465586,2019,30,0
150466576,2018,0,0
150469096,2006,0,0
154370582,2006,3,0
154371200,2014,8,5
154371912,2006,16,5
154372295,2011,14,1
154372500,2011,11,0
154372636,2014,28,1
154373058,2002,6,0
154374192,2010,16,3
154374667,2013,16,7
154374901,2012,2,8
156952047,2016,4,1
156959850,2009,0,0
58764081,2012,16,4
58767549,2019,21,0
58767699,2018,14,1
58767903,2019,40,1
58768187,2019,28,0
58768489,2019,21,0
58768528,2019,32,2
58768762,2019,44,3
70742658,2015,0,2
144610340,2015,21,3
144612801,2009,16,0
144615065,2014,20,2
166396335,2001,0,0
150680234,2003,3,0
150683136,2007,0,1
150683291,2003,0,0
150689470,2002,0,2
211060729,2019,12,0
211061253,2020,1,0
211062133,2020,129,0
211062200,2020,16,0
211063080,2020,30,0
211063345,2020,33,0
211064071,2020,40,0
211067109,2020,32,0
211067178,2020,55,0
211067227,2020,63,0
211068807,2020,2,0
88987817,2013,22,0
143230052,2006,18,6
143230443,2006,0,2
143236057,2008,31,1
143237955,2009,39,13
143239421,2015,2,0
166601083,2009,20,0
166602351,2009,0,0
166602427,2011,16,21
166603753,2013,0,1
166609233,2007,21,4
17210139,2010,11,26
17210986,2015,30,8
17211204,2005,8,0
17211677,2003,22,2
17211740,2016,38,15
17212017,2015,33,3
17215027,2016,33,6
17215650,2015,15,0
17216049,2017,86,13
17216952,2015,30,0
17217494,2006,24,42
17217968,2005,0,0
17218343,2009,19,91
17218904,2016,39,6
17219007,2009,24,24
58930571,2015,8,0
58930976,2012,14,0
58933047,2016,10,0
58933205,2006,17,0
58933458,2009,12,0
58933689,2011,25,7
58933768,2008,4,0
58934484,2013,20,3
58934903,2008,16,3
58935959,2014,6,0
58936236,2011,7,37
58937767,2015,6,1
58938035,2016,10,1
58938937,2008,2,2
58938961,2013,3,0
58939123,2015,14,0
58939567,2014,18,2
1030286,2011,12,6
1030493,2014,20,5
1031496,2002,49,0
1033732,2012,31,7
1033750,2014,0,0
1034290,2010,28,4
1035310,2013,22,0
1035667,2015,41,0
1035684,2008,25,21
1036139,2001,30,128
1036620,2004,10,11
1038902,2009,30,26
30622038,2003,17,38
30622159,2011,14,7
30624059,2015,0,0
30624527,2005,21,79
30625743,2014,203,24
30625790,2012,48,14
30625900,2014,0,0
30626094,2008,0,0
30626925,2002,0,3
30626956,2012,43,56
30627679,2003,23,28
30629149,2016,33,16
30629582,2015,17,0
136354795,2016,7,0
45455926,2013,23,0
45457223,2001,33,4
111028827,2009,3,0
43350784,2016,12,1
43351425,2002,7,36
43351769,2009,69,6
43356326,2006,29,3
43357249,2008,59,3
43359203,2006,28,4
146933228,2008,0,0
146934259,2013,4,0
146935682,2015,19,0
146935706,2013,27,0
11010113,2012,23,0
11010446,2004,20,15
11011078,2012,29,0
11011766,2014,0,0
11013326,2014,25,12
11015483,2017,33,0
11015562,2012,1,2
11015910,2017,57,0
11015930,2011,15,10
11016153,2010,48,0
11017833,2009,16,10
11019276,2015,13,2
11019289,2004,1,2
11019344,2017,54,4
11019449,2009,0,0
11019685,2008,39,27
159758259,2017,0,0
15690149,2002,1,0
15690713,2013,18,2
15691050,2015,24,12
15691144,2012,3,1
15692905,2014,71,31
15693876,2015,54,7
15694255,2009,32,4
15694765,2010,19,15
15694766,2010,16,8
15694892,2010,37,18
15695304,2004,25,19
15695430,2007,23,3
15695516,2016,21,3
15695928,2015,57,19
15696308,2007,0,2
15696479,2014,15,20
15696624,2009,51,12
15699010,2010,7,15
15699055,2005,2,14
15699294,2016,46,12
15699937,2011,23,85
6990869,2007,34,25
6991333,2013,46,3
6991454,2004,39,1
6992060,2009,35,0
6992286,2015,35,3
6992464,2011,20,19
6992656,2004,17,14
6992799,2004,37,4
6992827,2014,51,6
6993119,2007,2,1
6993179,2006,38,13
6993489,2015,30,0
6993581,2013,43,30
6993883,2016,16,18
6993995,2006,32,7
6995561,2016,17,0
6996337,2008,39,0
6996714,2005,17,4
6997132,2015,41,0
6997155,2016,14,0
6997168,2004,38,38
6998256,2013,13,1
6998566,2016,26,0
6999370,2013,13,3
6999989,2016,41,2
152182090,2018,8,0
152183998,2017,35,6
152189144,2016,7,1
168854962,2012,9,4
141661891,2010,0,2
141669173,2006,0,3
36714491,2004,9,9
36716282,2017,7,1
36718030,2014,17,0
141146865,2010,0,4
17354513,2017,53,10
17354965,2007,147,146
17355376,2016,64,8
17356294,2007,1,6
17356987,2012,0,18
17357068,2014,17,1
17357662,2006,2,12
17358088,2002,15,13
17358206,2013,42,12
17358441,2011,18,14
17358561,2010,6,0
17358869,2005,40,166
17359341,2017,22,6
198131565,2019,35,0
198131698,2019,28,1
198132146,2019,54,0
198132296,2019,44,1
198132972,2019,0,0
198133052,2019,33,0
198133892,2018,12,0
198133912,2019,19,0
198134402,2019,53,0
198134691,2019,34,0
198135036,2019,66,0
198135062,2019,25,0
198135671,2019,7,0
198135692,2019,0,1
198137704,2019,28,0
198139885,2019,14,0
73420052,2019,18,0
73420654,2019,1,1
73421191,2019,7,0
73421231,2019,27,1
73421271,2019,39,0
73421486,2019,40,0
73421722,2019,56,2
73421788,2019,30,1
73421794,2018,1,6
73421954,2019,24,1
73422249,2016,15,0
73422339,2019,32,0
73423964,2019,23,0
73424436,2019,58,2
73424813,2019,63,0
73424937,2019,14,0
73425167,2019,41,3
73425483,2019,23,0
73426725,2019,24,2
73427213,2019,45,0
73427494,2019,12,2
73428596,2019,143,3
73429343,2019,67,1
73429605,2019,54,2
73429852,2019,9,0
73429854,2019,57,0
141741839,2005,0,0
141744831,2012,0,0
141746369,2013,12,0
141749375,2014,5,0
71582906,2002,77,3
71584615,2015,11,1
71585795,2010,3,0
86847168,2018,6,0
30380548,2013,12,0
30381101,2004,5,3
30383293,2004,24,3
30383607,2009,9,89
30384503,2001,18,4
30386717,2015,31,1
30387623,2013,0,0
30389389,2006,4,0
30389871,2018,24,0
30389963,2004,7,1
148471592,2010,41,0
148479863,2016,21,3
46521685,2006,3,18
46523352,2008,10,10
46524302,2016,103,8
46526653,2017,95,9
212730914,2020,31,0
212731760,2020,26,0
212731894,2020,28,0
212732056,2020,28,0
212733241,2020,2,0
212736245,2020,23,0
212738760,2020,29,0
212738960,2020,3,0
212739086,2020,6,0
212739601,2020,2,0
31640518,2012,29,4
31640842,2016,8,1
31641310,2014,8,1
31643279,2013,2,7
31643317,2002,14,1
31644083,2008,17,0
31644814,2011,14,69
31645296,2011,1,14
31646969,2008,35,11
31647199,2015,4,1
31647534,2005,0,5
31649593,2003,49,14
210151194,2020,22,0
210154625,2019,36,0
210157483,2020,26,1
210157695,2019,22,0
210158079,2020,34,0
210158126,2020,47,1
210158129,2020,33,0
210158139,2020,36,0
210158263,2020,28,0
210158289,2020,21,0
210159075,2019,12,0
27620461,2016,85,3
27620802,2004,21,22
27622152,2007,25,19
27622993,2011,60,28
27624273,2015,12,0
27624659,2002,32,23
27624736,2016,3,1
27626664,2013,33,0
27627008,2012,0,0
27627734,2004,24,5
27628506,2007,17,6
27629903,2013,0,0
27062427,2008,41,11
27062804,2014,0,5
27065572,2008,0,0
27065934,2016,21,1
27066370,2017,38,2
27066446,2014,6,5
46500832,2004,71,0
46504176,2016,0,1
46507664,2014,0,2
72240500,2016,24,9
72240931,2009,28,1
72241551,2012,0,1
72244041,2015,0,0
72247192,2008,13,3
72247742,2009,5,0
7990076,2016,33,5
7990408,2014,67,31
7991351,2013,52,27
7991850,2008,40,23
7992542,2008,17,10
7993497,2011,48,25
7994804,2016,96,6
7994935,2017,0,17
7995753,2009,26,52
7996477,2003,11,9
7997014,2004,2,0
7997370,2014,21,1
7998165,2002,34,31
7998633,2008,0,0
7999203,2005,8,482
147140189,2008,0,0
147140211,2015,35,0
21010466,2017,45,12
21011057,2004,12,2
21011513,2017,26,4
21012887,2010,15,16
21013499,2005,15,1
21014939,2012,18,23
21015010,2017,10,0
21017054,2004,14,4
21017158,2017,16,0
21017467,2003,12,27
21017780,2012,27,23
21017951,2012,44,0
21018359,2012,68,2
21018585,2017,0,0
21018664,2001,11,8
21018757,2017,0,0
21018826,2015,2,4
58833241,2018,8,0
59932482,2010,22,0
59932525,2011,8,1
59932873,2015,33,2
59934485,2013,19,0
59934600,2014,3,0
59936485,2013,3,5
59936989,2008,4,0
59937759,2010,8,8
59938979,2013,0,0
860112,2004,33,4
860773,2010,47,0
860811,2004,20,16
861611,2005,40,1
861656,2015,32,10
862102,2015,8,0
862404,2005,14,1
862430,2017,15,5
862671,2014,25,8
863413,2002,5,0
863864,2016,2,3
864121,2011,20,14
864378,2010,23,29
864690,2011,23,6
865262,2016,20,13
865316,2011,20,11
866162,2004,6,4
866517,2012,50,16
867044,2017,15,7
867128,2013,5,0
867816,2005,16,1
867845,2011,26,5
867996,2015,34,6
868653,2015,46,5
869167,2016,19,5
869483,2016,0,29
49480133,2018,29,2
49480963,2018,26,0
49481386,2018,19,1
49481817,2014,11,13
49482255,2018,30,0
49482363,2018,40,1
49482442,2018,50,1
49483759,2010,35,4
49484706,2018,56,9
49484849,2018,27,1
49486980,2018,227,0
49487454,2018,21,4
49487885,2018,41,2
49488382,2018,0,3
52993008,2018,2,8
52993662,2015,68,14
52997473,2013,12,0
52998263,2007,16,0
20140708,2006,0,87
20140748,2007,14,2
20141097,2010,30,0
20141145,2010,22,15
20142476,2005,17,0
20142912,2008,0,0
20143584,2014,25,10
20144240,2016,53,9
20145488,2015,27,9
20145930,2013,17,0
20146134,2004,10,4
20146632,2009,51,1
20146844,2009,0,3
20148123,2004,5,3
20148382,2009,5,0
20148840,2011,43,115
43461229,2004,3,16
43462576,2014,17,0
43463101,2013,8,0
43464691,2009,0,16
43466542,2001,24,3
43466981,2004,5,1
43467527,2009,20,4
149813004,2019,2,0
149813688,2019,5,0
149816549,2018,1,0
149817407,2018,15,0
78400920,2012,0,0
78404258,2016,22,1
78406105,2016,14,0
78408644,2016,16,0
53120460,2017,0,2
53121793,2008,19,23
53123142,2012,33,6
53123959,2018,64,1
53124765,2003,25,8
53125091,2018,1,0
53126719,2015,59,2
203733832,2009,1,0
159133816,2019,10,0
159135059,2018,2,1
32620070,2010,34,3
32620152,2014,42,0
32620899,2011,5,2
32621026,2012,34,8
32621881,2003,0,0
32622332,2013,0,0
32623359,2011,34,15
32626074,2017,13,0
32629869,2017,2,5
32629897,2004,7,1
7850545,2014,155,17
7850559,2016,69,1
7850975,2009,12,0
7851322,2003,13,9
7851350,2011,0,25
7851828,2015,81,22
7852257,2010,60,7
7852748,2013,23,0
7853133,2015,30,1
7853240,2013,68,18
7853702,2016,42,3
7853735,2013,18,3
7854800,2014,34,2
7854831,2002,26,41
7854885,2004,38,133
7855250,2013,23,67
7855958,2005,8,3
7856201,2012,123,62
7857297,2004,1,7
7857677,2017,26,6
7858762,2008,115,60
204372868,2019,15,0
204372876,2019,0,0
204378977,2019,20,0
31670079,2015,12,4
31671243,2016,32,1
31671498,2014,21,2
31673602,2004,42,19
31673858,2004,4,2
31674412,2011,0,0
31675607,2005,0,0
31676977,2006,5,6
31677526,2017,0,18
33191180,2012,26,1
33191344,2015,11,1
33191356,2005,12,2
33192212,2018,26,9
33193646,2012,0,6
33193996,2006,13,1
33194810,2014,21,5
33197977,2009,49,15
33199406,2009,12,9
29290687,2016,11,1
29292496,2016,179,1
29293505,2005,22,5
29294229,2011,0,0
29296235,2015,3,0
29297848,2006,18,10
29298706,2017,9,0
29299779,2015,45,1
29299925,2004,19,2
24180057,2004,12,21
24180125,2015,40,8
24180144,2002,0,5
24182037,2011,0,24
24183174,2005,15,7
24183193,2005,16,21
24185295,2017,24,2
24186300,2003,33,11
24186397,2006,21,4
24186599,2009,27,7
24186732,2001,0,75
24186966,2006,38,9
24187391,2013,19,13
24187926,2013,27,10
24187933,2017,26,2
24188273,2017,31,2
24188797,2017,20,2
24189650,2002,21,1
24189701,2005,4,6
24189904,2014,26,2
196660782,2019,58,0
196664303,2019,0,0
147890682,2016,49,0
147897503,2016,30,0
119231263,2018,14,0
119238561,2019,0,0
55150024,2014,0,0
55150717,2016,14,1
55151297,2013,8,0
55152375,2014,12,0
55153241,2015,29,2
55154483,2008,0,0
55154735,2010,18,0
55157023,2010,7,3
55157232,2014,7,0
55158274,2014,13,6
55158770,2014,6,1
55159487,2007,0,13
153670104,2009,13,0
153670348,2010,3,9
153672533,2008,85,0
153673076,2014,23,0
153673599,2012,7,0
153675750,2004,0,2
153676934,2015,8,0
153677855,2009,12,1
153678707,2013,24,0
153678778,2004,3,0
153679356,2012,0,14
43760417,2007,1,5
43764444,2011,0,1
43765869,2012,24,9
43766867,2007,11,1
152716140,2013,2,0
152717773,2013,0,2
45033968,2013,22,5
45034960,2015,109,14
45035142,2011,19,7
45035186,2014,32,8
45035758,2015,3,1
45035854,2017,1,1
45036630,2004,23,2
45037755,2015,37,4
132681099,2018,0,0
132686835,2019,9,0
36444323,2004,10,3
36445426,2012,46,13
36446084,2010,12,0
36447868,2007,1,28
36449550,2011,0,7
9051111,2007,10,26
9051455,2011,23,32
9051559,2013,28,1
9051690,2005,13,0
9052345,2004,20,3
9053056,2016,17,2
9053109,2012,0,1
9054074,2007,48,18
9054470,2010,35,15
9055363,2013,190,67
9055770,2009,9,7
9056479,2014,12,1
9056838,2014,37,25
9057167,2015,28,4
9057811,2008,0,1
9059608,2011,5,0
9059810,2014,11,3
181828559,2019,5,0
151630880,2015,0,0
151632387,2017,6,0
151633076,2011,0,0
151633281,2008,8,2
151637064,2016,30,4
42814053,2004,4,14
42816442,2013,0,2
42816889,2011,0,6
42818815,2008,17,0
142920306,2011,11,0
142921609,2014,1,0
142922929,2014,41,1
142926433,2012,39,0
142929421,2014,0,0
41056320,2009,21,13
41057076,2015,7,0
41058092,2015,2,0
41059415,2004,16,13
81490573,2018,14,0
55742125,2015,7,0
55742139,2010,32,2
55742302,2015,50,20
55744536,2018,0,0
55745049,2017,8,0
55746652,2003,27,0
55747004,2011,19,5
55747569,2002,11,5
55747630,2009,21,0
55747726,2017,3,0
55748888,2011,0,0
55749986,2014,6,3
44754421,2012,14,5
44754567,2017,0,7
44755339,2016,12,1
44758709,2012,12,2
143980409,2012,39,35
143984924,2001,1,0
143988123,2015,53,0
32980350,2016,0,13
32982606,2017,0,0
32985553,2005,37,44
32987132,2013,4,0
32987691,2009,57,15
32987851,2013,14,4
32988088,2017,28,3
32989207,2009,30,9
153920986,2011,0,0
153921399,2014,10,2
153921649,2006,0,4
153924479,2011,5,0
153926059,2003,3,0
153926468,2011,7,0
153927813,2012,0,0
153927971,2004,21,4
153928290,2007,0,2
153929979,2006,0,0
34550089,2004,45,22
34550857,2016,28,33
34551520,2004,5,7
34555045,2011,38,12
34555681,2014,20,19
34556485,2008,22,56
34557259,2004,14,36
34557834,2010,4,0
147214472,2016,0,0
24210420,2017,27,4
24210780,2008,30,4
24211840,2015,1,14
24212356,2012,25,9
24212956,2013,0,2
24212965,2002,14,11
24213837,2015,3,1
24214310,2017,41,2
24215581,2017,33,2
24215723,2001,18,5
24215935,2007,9,36
24216010,2013,28,2
24216191,2015,11,1
24216919,2009,16,5
24217462,2018,0,0
24217598,2015,30,6
24218091,2010,6,7
24218501,2017,23,7
24219039,2002,12,2
24219234,2015,7,2
207002795,2010,9,25
207005349,2015,23,0
207005461,2017,21,6
207005488,2017,23,1
207007591,2014,25,3
207009284,2017,69,8
600111,2003,11,1
600509,2006,10,34
600574,2014,36,20
600882,2002,42,53
601349,2010,25,16
601825,2006,0,0
602082,2011,36,6
602660,2016,23,0
604160,2009,9,10
605086,2014,0,1
605840,2005,124,111
606899,2003,35,19
607251,2014,45,6
608490,2017,24,9
608647,2015,0,0
609083,2002,13,13
609670,2011,26,4
141830217,2004,0,51
141831855,2013,11,0
141832848,2011,0,7
141832996,2010,21,0
141833839,2010,8,0
27940864,2012,25,3
27942829,2015,26,2
27942938,2013,11,9
27943506,2008,21,3
27944888,2009,16,1
27946267,2016,7,2
27947476,2011,0,0
27947922,2006,9,8
27948793,2007,14,86
12460966,2001,14,5
12461956,2017,47,0
12462630,2015,133,36
12463965,2002,12,4
12464137,2012,19,6
12465042,2010,10,1
12465548,2007,24,33
12466046,2012,7,3
12467862,2016,31,5
12467911,2012,28,5
12468032,2014,21,12
12468567,2012,39,3
12469096,2015,16,13
169720621,2017,1,1
169723979,2017,2,1
169727947,2018,54,0
1261071,2015,41,10
1261308,2003,0,3
1261471,2013,31,80
1261772,2011,16,8
1262004,2014,25,5
1262565,2016,27,1
1262781,2010,40,33
1262930,2010,40,22
1263003,2004,31,0
1263194,2007,6,10
1263215,2009,14,26
1263262,2014,3,1
1263639,2010,17,22
1263842,2004,20,1
1264449,2011,0,0
1264523,2013,49,9
1264754,2016,1,3
1264924,2004,33,19
1266589,2011,23,5
1266625,2006,6,2
1267581,2010,27,1336
1267657,2007,15,2
1267977,2017,49,3
9390304,2010,9,0
9390445,2004,27,0
9391325,2013,15,1
9391357,2017,31,2
9392009,2011,18,7
9392404,2015,27,4
9392910,2013,86,4
9394101,2001,12,0
9395705,2015,4,0
9395761,2011,31,3
9396210,2007,46,7
9396359,2010,4,1
9398740,2007,2,7
9399278,2003,9,241
9399378,2005,42,0
26260583,2001,28,4
26261509,2015,0,8
26263890,2016,25,0
26265492,2010,3,8
26267008,2012,22,14
148251570,2016,16,0
148256919,2015,1,0
148257901,2017,31,3
53500264,2010,28,4
53502351,2018,32,5
53503376,2018,24,0
53504209,2016,31,3
53504392,2010,11,1
53504497,2014,0,2
53504713,2018,56,0
53505157,2018,11,0
53505288,2018,9,5
53506401,2018,101,2
53508109,2016,94,5
53508696,2008,10,0
53509392,2013,10,0
53509594,2012,30,4
214106571,2019,6,1
5940291,2016,68,0
5940502,2010,0,9
5940736,2011,9,1
5941365,2007,37,9
5941932,2011,77,78
5943232,2014,17,6
5943503,2003,24,11
5944041,2009,44,69
5944341,2010,0,2
5946292,2006,1,1
5946612,2003,0,1
5948903,2005,2,3
5948921,2004,60,3
5949081,2015,19,19
5949162,2010,20,7
5949828,2012,41,6
5949946,2006,40,1097
154880438,2014,0,0
154880982,2004,13,1
154881230,2012,0,0
154884404,2007,0,2
154886097,2008,15,0
154886615,2008,13,24
154886708,2012,16,7
154887494,2002,2,0
154887601,2013,2,0
154887745,2005,12,2
154888755,2006,2,0
154889744,2004,17,0
158500340,2018,31,8
158500810,2015,7,0
158505433,2018,71,3
158507193,2018,34,3
158507244,2017,0,0
158509882,2018,4,4
143850476,2008,0,0
143858093,2010,0,2
26700915,2013,131,87
26700923,2006,23,119
26701092,2015,27,7
26702347,2011,0,24
26702750,2005,0,1
26705350,2012,30,0
26705477,2003,139,3
26706446,2002,3,0
26707781,2015,11,0
26708042,2016,31,1
26709042,2014,4,0
157611544,2016,3,2
157612415,2017,50,1
157613521,2006,0,1
157614204,2016,41,1
157614632,2013,34,0
157615160,2017,2,0
157617588,2017,27,0
27923108,2014,85,67
27923573,2011,1,0
27925335,2015,30,4
27925743,2011,1,1
27926103,2013,0,4
27926622,2016,10,0
27927612,2012,12,8
27927821,2014,0,0
27929430,2010,0,11
15320061,2012,34,3
15320136,2015,41,9
15320202,2001,29,18
15320371,2014,58,36
15320379,2014,87,22
15321467,2012,8,2
15322375,2013,27,7
15323219,2007,43,19
15323641,2012,30,9
15323746,2003,58,18
15324053,2011,42,8
15324100,2014,40,22
15324276,2014,17,0
15326821,2013,172,7
15327516,2011,0,35
15327749,2015,15,6
15327760,2017,42,0
15328380,2015,16,0
15329077,2015,36,11
15329414,2014,75,15
15329555,2004,3,0
12420179,2017,19,3
12420271,2004,0,0
12420696,2011,41,32
12422862,2002,43,11
12423806,2017,34,0
12424887,2013,55,10
12425174,2007,62,4
12425766,2016,47,13
12426558,2017,55,0
12426777,2006,61,5
12428733,2006,43,92
12428854,2005,39,23
12428908,2013,32,28
116760878,2014,8,0
39825909,2011,25,2
39828182,2008,52,0
111005432,2010,4,0
14262508,2007,22,0
14262917,2018,31,0
14263135,2009,20,6
14263264,2002,12,3
14265213,2013,10,4
14265434,2014,49,16
14265666,2002,23,19
14265966,2015,24,6
14266007,2016,166,7
14266138,2009,82,40
14266333,2014,13,6
14266423,2016,18,0
14266515,2016,22,4
14266646,2012,31,15
14267162,2009,21,170
14267177,2008,13,11
14267342,2014,46,62
14268059,2014,0,12
14268623,2011,50,295
14269479,2006,59,53
14269554,2016,44,5
7551239,2015,7,2
7551245,2015,4,0
7551766,2016,45,7
7553816,2018,18,8
7553835,2006,3,0
7554181,2015,34,0
7554576,2008,107,290
7555575,2005,2,0
7557031,2016,91,14
7557152,2004,5,3
7558399,2008,13,0
7559008,2012,5,1
7559120,2011,4,0
7559352,2011,35,42
7559950,2014,6,7
167341267,2012,10,9
167343144,2009,0,1
167345797,2013,1,0
167346593,2007,33,1
167347753,2014,31,1
167349908,2016,0,1
10110083,2015,30,7
10111452,2015,50,9
10112297,2008,13,10
10112437,2013,1,6
10112493,2011,53,1
10112855,2007,40,55
10113591,2011,55,89
10114563,2004,6,23
10114983,2015,31,2
10115162,2011,20,4
10115681,2012,19,12
10116299,2013,37,0
10116526,2004,22,2
10117504,2003,35,16
10117932,2008,30,824
10118974,2012,18,33
10119451,2012,18,2
10119494,2002,16,41
19281721,2006,20,0
19281770,2010,24,7
19282155,2010,9,2
19282842,2004,0,0
19283112,2004,17,3
19283212,2017,76,3
19283232,2003,10,18
19283715,2015,24,1
19284067,2005,8,2
19284207,2016,17,2
19286462,2014,6,0
19286904,2007,0,28
19286942,2015,32,7
19287143,2004,7,10
19287162,2001,1,2
19288034,2010,32,4
150620195,2019,95,1
150622518,2012,0,0
150623795,2005,11,4
150624326,2018,11,0
49640483,2018,32,4
49641178,2018,27,2
49641317,2019,36,0
49641532,2018,26,2
49642778,2018,36,1
49643893,2018,32,0
49644216,2018,16,3
49644836,2018,20,1
49646019,2018,41,1
49646257,2018,0,3
49647185,2018,39,1
49648088,2018,80,6
49648860,2018,57,0
209537552,2019,10,0
209538993,2020,51,0
32881406,2005,0,26
32882057,2015,81,0
32882915,2015,19,0
32883412,2007,13,1
32883477,2002,15,25
32884395,2011,0,7
32885640,2010,33,12
32885663,2005,12,0
32886927,2013,14,4
32887381,2009,6,1
32887557,2003,13,2
142390098,2008,0,2
142392766,2008,20,4
210039499,2019,43,0
210039573,2019,25,0
210039605,2019,37,0
9830286,2012,25,0
9831147,2004,18,7
9831220,2009,26,11
9831992,2009,14,16
9832370,2015,15,0
9832650,2010,2,1
9833713,2015,20,3
9834195,2001,18,0
9834404,2009,18,4
9834510,2010,0,0
9835090,2016,59,5
9838636,2001,49,50
9838792,2002,9,13
9839371,2006,28,29
35130067,2004,7,0
35130118,2004,9,1
35134701,2012,15,13
35136167,2008,4,4
35137226,2017,42,1
35137773,2017,156,4
35139423,2014,20,5
35139657,2017,2,0
140963855,2007,8,0
140966632,2010,11,0
126287832,2018,28,0
144720460,2012,54,7
144721218,2014,0,0
144722606,2010,30,1
144722644,2007,0,0
144725414,2003,18,2
144725996,2013,44,1
68381324,2001,9,0
68385440,2005,2,0
68386569,2004,0,2
68386986,2015,22,1
18220011,2003,9,90
18221895,2012,90,23
18223057,2013,23,15
18223095,2014,21,9
18223816,2012,31,20
18223837,2011,6,9
18223987,2014,53,8
18224208,2015,46,0
18224383,2012,30,2
18224751,2015,0,12
18224931,2012,28,75
18225292,2009,48,27
