"paper_id","year","outbound_citations","inbound_citations"
21598238,2017,23,0
21598307,2017,45,9
21599126,2004,15,1
21599801,2016,22,2
108291208,2019,34,0
108291838,2019,20,0
108292410,2019,2,0
108292566,2019,35,5
108292750,2019,102,0
108292962,2019,6,1
108293102,2019,15,1
108293131,2019,45,7
108293225,2019,17,0
108293600,2019,30,1
108293680,2019,128,1
108293688,2019,52,0
108293743,2019,17,0
108293840,2019,74,1
108293929,2019,49,0
108294487,2019,163,4
108294490,2019,11,0
108294632,2019,23,0
108294673,2019,17,0
108294868,2019,18,0
108295257,2019,24,0
108295286,2019,6,0
20560201,2013,37,49
20560308,2017,41,0
20560430,2013,63,23
20560917,2012,0,6
20561090,2014,46,7
20562077,2007,17,74
20562109,2015,16,2
20562254,2001,1,0
20562331,2010,29,21
20562353,2003,8,0
20562802,2012,26,15
20565543,2012,36,16
20565645,2004,46,4
20566541,2013,7,1
20567079,2013,0,3
20567080,2017,0,0
20567173,2017,37,0
20567183,2010,0,22
20568022,2013,2,4
20568593,2008,3,0
20568657,2011,0,0
20569678,2017,24,5
20569752,2014,11,4
9570893,2009,1,5
9570981,2011,4,0
9571569,2009,40,9
9571666,2012,24,103
9573365,2006,28,13
9573941,2011,0,0
9574364,2017,75,0
9575582,2004,23,4
9575718,2003,14,11
9576876,2017,137,12
9577306,2014,0,3
9577679,2007,0,2
9579992,2011,0,0
168120456,2014,2,0
168122597,2015,4,0
168123486,2010,14,0
168126109,2011,23,0
15650585,2001,6,2
15650807,2017,2,5
15650907,2014,22,2
15651002,2013,44,34
15652636,2008,53,59
15652762,2009,62,2
15653000,2010,13,7
15653579,2014,85,17
15654478,2016,12,0
15655129,2006,0,39
15655351,2009,0,1
15655542,2016,66,6
15655610,2012,54,10
15655912,2015,34,6
15656045,2010,14,1
15656435,2013,25,8
15656570,2004,47,17
15658978,2005,61,12
15658992,2016,9,0
15659163,2012,19,6
15659230,2003,49,33
15659689,2014,36,10
15659730,2014,34,40
15659818,2014,28,2
15659852,2012,138,62
142115583,2015,0,2
33420632,2008,34,11
33420894,2002,19,0
33421337,2008,38,14
33421646,2017,7,0
33422554,2012,6,3
33423145,2008,44,2
33424617,2015,0,4
33429045,2005,7,20
33429180,2011,53,4
33429896,2015,5,3
33429952,2010,0,0
151233900,2008,0,0
13860184,2015,11,1
13860230,2018,35,0
13860296,2012,6,3
13860903,2004,19,75
13861256,2017,22,0
13862087,2018,21,1
13862094,2017,1,5
13862971,2018,45,17
13863015,2016,39,19
13863499,2013,0,2
13864185,2016,4,0
13864424,2018,3,0
13864650,2006,0,0
13865254,2014,55,5
13865993,2002,19,37
13866324,2016,24,1
13867091,2017,34,0
13867905,2014,18,0
13868288,2004,6,3
148761159,2017,76,5
148762359,2017,12,0
148763501,2019,68,0
148765093,2017,31,0
148766914,2016,3,0
148769559,2014,12,1
197752491,2019,10,0
197754107,2018,36,1
197754418,2019,0,0
197759456,2018,20,0
197759683,2009,0,608
197759841,2014,3,0
1401469,2012,11,8
1401638,2011,38,20
1402824,2005,1,8
1403258,2004,13,17
1403299,2010,78,190
1403540,2003,27,50
1405081,2014,1,11
1405171,2003,25,9
1405189,2009,0,3
1405266,2005,62,0
1405501,2009,26,6
1405727,2004,16,16
1407457,2017,41,14
1408414,2009,35,48
1408531,2013,0,0
1409245,2003,29,33
170064887,2018,0,0
17931292,2017,29,8
17932481,2013,46,50
17932550,2016,24,11
17934118,2007,43,72
17934493,2006,45,36
17934690,2011,11,0
17935043,2009,2,0
17936454,2011,66,14
17937321,2015,22,0
17938978,2015,25,2
150440677,2009,0,4
150441672,2013,17,0
150443448,2010,29,5
150443756,2010,0,0
150446387,2019,53,1
150447097,2008,4,0
155281719,2019,18,0
155283629,2018,3,0
155288659,2016,0,0
20211099,2017,29,1
20211956,2005,17,3
20213209,2002,31,19
20214283,2005,18,2
20214739,2005,13,2
20218720,2013,14,0
20219024,2004,21,2
20219095,2002,20,17
20219263,2001,13,5
19261235,2013,11,4
19261289,2003,5,5
19262446,2018,22,0
19262770,2006,23,7
19265002,2016,26,3
19266005,2016,46,18
19266380,2011,8,6
19267150,2016,6,12
19268574,2002,22,24
19268693,2016,48,6
19269163,2001,10,1
19269293,2004,38,104
19269555,2009,23,9
72939394,2012,12,1
58806570,2015,6,0
58809393,2012,2,1
810011,2014,57,0
810451,2010,20,3
810504,2007,7,0
810740,2008,69,19
811057,2010,33,12
811155,2007,42,2
811623,2007,21,1
812379,2008,17,2
814121,2013,42,3
814617,2011,33,11
814750,2017,56,2
815413,2017,27,1
815636,2011,23,10
816773,2016,47,13
817074,2013,11,2
817475,2014,0,4
817768,2012,33,15
817796,2014,40,47
818688,2006,29,270
819458,2012,0,2
819955,2011,17,6
45392944,2014,16,7
45393813,2008,24,2
45395292,2005,11,0
42180110,2010,0,36
42181299,2013,2,2
42183335,2011,8,0
42189254,2017,23,4
73810469,2007,0,0
73811490,2002,0,0
73815172,2014,11,0
73816015,2015,5,1
205840195,2013,0,3
205840371,2014,0,3
205842907,2018,55,0
205843069,2013,0,2
205843294,2013,0,0
205844039,2011,86,24
205845637,2014,0,0
205846401,2012,32,21
205847286,2016,162,10
205849806,2017,23,13
44311137,2013,7,0
44312746,2017,29,2
44315090,2002,17,1
10070545,2011,27,8
10070659,2015,0,6
10070993,2015,30,4
10071242,2011,26,2
10071598,2016,72,4
10071623,2002,0,38
10072618,2008,0,13
10072663,2010,22,6
10072926,2009,42,2
10073116,2015,33,5
10074479,2005,27,0
10074499,2006,15,38
10075140,2010,56,61
10075363,2009,66,38
10075748,2010,15,0
10075810,2013,18,30
10075928,2009,3,1
10076717,2001,0,15
10076855,2015,27,13
10076894,2016,187,101
10077200,2009,21,14
10077744,2016,13,5
10077882,2011,29,5
10079042,2016,74,5
45281911,2017,0,0
45282013,2017,41,0
45282516,2009,75,11
45282555,2013,40,19
45286429,2015,0,0
45286742,2015,168,32
45286919,2014,19,9
13170024,2010,30,9
13170025,2016,60,0
13170758,2007,20,16
13171420,2013,1,0
13171676,2006,13,0
13172797,2005,16,31
13173043,2006,24,15
13173140,2012,23,7
13173773,2012,76,4
13174131,2004,10,14
13174265,2012,59,30
13174806,2016,4,0
13175217,2015,44,0
13176282,2016,45,0
13176508,2011,25,5
13176955,2013,74,30
13177992,2012,33,9
13178002,2005,1,1
13178133,2011,25,11
13179952,2012,12,24
13179993,2004,0,19
33910305,2017,76,8
33916131,2014,47,4
33916815,2007,29,2
33917082,2015,28,2
33918944,2013,20,0
75987806,2016,5,0
142702331,2014,27,1
142705130,2013,0,0
142707673,2009,9,0
142708550,2014,6,3
142708617,2014,0,1
7600903,2007,45,1
7601311,2004,17,0
7603347,2014,7,0
7603633,2015,11,0
7604471,2004,37,27
7604761,2004,52,25
7605976,2004,20,21
7606817,2001,25,78
7606957,2012,10,5
7607038,2015,70,18
7607829,2017,27,6
7608023,2006,36,99
7608464,2015,35,1
7608466,2008,23,40
7608601,2017,15,1
7608896,2014,36,27
7609393,2014,40,6
760368,2014,62,244
761728,2016,20,25
762405,2014,27,4
762585,2009,33,36
762953,2013,48,0
763012,2016,60,10
763881,2013,14,2
765161,2007,0,4
766198,2009,5,0
766299,2002,6,19
766569,2011,4,3
766679,2017,14,5
766753,2016,13,12
767133,2008,10,2
767247,2013,19,1
767275,2015,14,10
767544,2001,1,4
769631,2017,12,1
769699,2013,13,31
769978,2014,58,48
78311499,2017,47,1
78311847,2003,5,0
143184345,2001,8,0
143188228,2015,18,4
390271,2017,29,6
392582,2016,140,9
393219,2014,35,8
394744,2004,0,14
394814,2003,23,12
395446,2005,0,134
395548,2013,41,9
397595,2014,50,16
398280,2007,11,139
398578,2008,35,93
398675,2016,34,4
399103,2014,26,11
399126,2001,10,47
399135,2004,31,107
151241021,2012,0,0
151242157,2010,2,0
151242560,2002,3,4
151244131,2019,43,0
151244775,2015,0,0
151246912,2018,1,0
151248242,2003,27,0
29660329,2002,27,54
29660681,2003,12,8
29661632,2017,12,0
29661893,2008,21,6
29664092,2006,22,6
29667748,2015,14,2
29669285,2001,0,2
29669710,2006,1,4
29669850,2008,0,5
10470378,2012,45,7
10470825,2013,29,1
10471147,2015,61,4
10471836,2010,30,9
10472032,2015,5,0
10474987,2004,86,119
10475347,2005,73,2
10476321,2017,54,8
10477117,2010,41,65
10477490,2016,66,6
10477618,2009,11,6
10478053,2003,11,7
10478543,2016,29,7
10479579,2015,83,0
46840467,2017,0,0
46840836,2018,30,2
46842792,2017,36,4
46844073,2001,3,1
46844912,2017,39,6
46846741,2018,26,0
46847677,2014,8,0
46848031,2017,38,20
46848228,2018,15,2
46849927,2001,15,4
114542693,2004,18,0
204342743,2014,0,0
204347767,2018,1,0
211298442,2019,8,0
157850537,2019,52,0
157853720,2016,0,0
157855034,2013,25,2
157858454,2016,7,0
157858550,2014,0,0
157858654,2017,38,3
157859225,2001,0,0
85450617,2003,3,0
85451685,2016,66,1
85453059,2009,12,4
85453235,2018,0,0
85455508,2019,28,1
85455624,2019,0,0
85455869,2019,46,0
85457358,2019,85,0
85459201,2018,23,2
85459718,2019,27,0
42461453,2018,22,2
42462819,2003,0,6
42465832,2013,28,2
42468642,2011,26,33
42468769,2004,0,16
32732407,2004,35,20
32733644,2002,18,3
32736722,2007,17,9
32738226,2013,6,0
32739301,2006,8,21
32739520,2007,12,16
40911785,2003,15,4
40911997,2013,0,4
40912527,2005,9,6
40913102,2016,0,7
40914019,2007,15,14
40914237,2006,6,6
40917804,2012,11,0
40919684,2015,94,17
58540072,2019,56,1
58540145,2019,15,0
58540282,2019,27,0
58540346,2019,7,3
58541935,2019,25,6
58542130,2019,63,1
58542649,2019,21,0
58542707,2019,176,28
58543133,2019,44,2
58543348,2019,18,0
58543433,2019,40,0
58543756,2018,31,3
58544377,2019,21,1
58544500,2019,11,1
58544602,2019,17,0
58544683,2019,26,4
58545461,2019,41,2
58545930,2019,22,6
58546293,2019,16,0
58546535,2019,66,0
58546615,2019,20,1
58546635,2019,34,2
58546685,2018,20,1
58548040,2019,30,1
58548391,2019,9,0
58548587,2019,53,7
58548621,2019,28,0
58549703,2019,25,0
151572348,2016,9,0
151577834,2015,23,1
151578859,2016,14,0
151578869,2009,8,0
19270325,2006,29,6
19271673,2001,0,146
19271719,2013,71,21
19271723,2017,53,0
19272881,2014,18,1
19272915,2015,32,0
19273526,2009,8,4
19273655,2015,88,60
19273768,2014,28,20
19274523,2005,14,0
19274547,2004,29,1
19274681,2012,15,4
19275369,2007,4,9
19278028,2017,28,0
19278264,2007,35,5
19278595,2014,15,0
19279633,2005,25,46
148900482,2018,42,1
148901134,2018,60,0
148907737,2017,50,0
148907942,2017,14,0
203980413,2019,22,0
203984380,2019,65,0
203984506,2019,7,1
203985164,2019,3,0
203985544,2019,16,0
203985772,2019,60,0
203985936,2019,22,0
203986744,2019,35,0
203986920,2019,19,0
203986987,2019,44,0
198997007,2019,22,0
198997033,2018,13,0
198997215,2019,22,1
198997221,2019,36,3
198997328,2019,39,0
198997331,2019,21,0
198997522,2019,25,0
198998103,2019,37,0
198998999,2019,11,1
198999030,2019,38,0
7821056,2016,12,1
7821310,2016,0,16
7821567,2005,1,38
7822305,2013,12,1
7822322,2011,0,2
7822905,2006,0,1
7823265,2015,22,8
7823792,2017,22,1
7824196,2016,33,23
7824263,2004,13,10
7824723,2006,12,12
7824868,2015,13,0
7825262,2003,5,1
7825369,2013,31,3
7826687,2015,18,0
7827066,2004,29,1
7828879,2012,28,71
7829152,2010,18,6
7829367,2010,34,3
7829514,2017,22,3
56754760,2013,23,0
205440458,2008,0,5
205440581,2008,28,35
205440838,2009,11,8
205441792,2017,7,1
205442081,2010,28,49
205442932,2010,9,0
205443176,2011,4,0
205443824,2011,27,14
205445894,2016,26,2
205447493,2008,81,11
205449195,2012,24,51
139723330,2019,25,0
124493854,2005,2,0
55791175,2012,2,4
55791229,2004,28,0
55791353,2014,39,1
55792339,2018,20,4
55792543,2011,2,1
55794529,2018,7,1
55796001,2012,33,0
55796088,2007,34,108
55796159,2010,26,1
55797284,2016,7,1
55797355,2005,3,3
55797648,2004,10,12
55799126,2011,11,3
42665165,2011,9,2
42665675,2017,35,6
42666810,2008,36,0
42667855,2005,0,14
42669713,2014,11,11
38982277,2007,0,114
38982550,2017,11,0
38984988,2016,0,6
38985005,2017,16,2
38988800,2012,2,4
74013573,2015,10,0
74015180,2015,22,0
74017356,2013,96,0
43160033,2007,4,0
43160205,2003,0,0
43160418,2014,21,0
43160961,2009,43,6
43161448,2003,61,89
43163158,2015,39,2
43163276,2005,26,24
43164499,2017,10,1
43169733,2012,14,1
142328380,2014,39,0
142328976,2009,0,2
142401036,2015,15,0
142402421,2010,0,3
142406772,2001,0,0
211450166,2017,22,0
211450706,2019,0,0
36371889,2005,0,4
36372094,2017,19,0
36372171,2004,0,0
36372333,2003,37,4
36372715,2005,0,25
36374126,2012,33,2
36374891,2010,23,0
36377931,2012,24,0
36379898,2007,6,0
2090226,2013,119,19
2090306,2017,30,3
2091091,2012,51,9
2091413,2005,25,0
2091552,2009,41,95
2091607,2016,23,2
2092897,2016,27,6
2093562,2004,25,29
2094422,2017,16,1
2095535,2014,49,18
2096376,2002,36,38
2097422,2015,56,3
2097849,2015,130,5
2098002,2012,7,6
2098718,2008,58,14
2099388,2017,39,4
2099393,2011,61,3
160010029,2019,39,1
160010260,2019,44,5
160010516,2019,50,1
160010773,2019,46,0
160010949,2019,291,0
160010993,2019,14,1
160011107,2019,131,2
160011132,2019,3,0
160011201,2019,94,27
160011758,2019,44,1
160011809,2019,0,0
160011849,2019,30,0
160012050,2019,34,1
160012450,2019,15,0
160012520,2019,38,2
160013121,2019,0,0
160013248,2019,48,1
160013649,2019,0,0
160013848,2019,20,1
160014045,2019,27,0
160014225,2019,30,0
160014245,2019,15,0
160019084,2019,18,0
160019340,2015,31,2
146615463,2014,17,0
146616073,2014,21,0
146616497,2004,10,21
146618160,2002,15,1
146618387,2006,2,0
146618445,2007,16,1
146618565,2006,11,1
21160995,2017,34,4
21161036,2014,0,24
21161144,2004,6,1
21161397,2016,38,4
21161635,2018,22,0
21162072,2008,22,6
21162110,2008,5,1
21162722,2010,36,12
21163576,2004,9,10
21164364,2012,44,8
21164727,2002,28,15
21166996,2017,42,3
21169054,2014,0,14
19171497,2011,31,41
19172342,2010,12,8
19172420,2002,30,35
19172828,2008,21,12
19173195,2003,20,1
19173255,2012,11,1
19173455,2016,31,2
19173597,2018,31,2
19174059,2004,25,11
19175114,2018,4,2
19175682,2006,43,3
19176741,2006,12,8
19176995,2010,1,3
19178245,2008,24,1
19178750,2011,35,8
19178902,2003,0,46
19179142,2011,4,1
19179901,2012,33,6
147622838,2012,7,0
147626638,2009,16,6
147626992,2008,2,0
147629052,2016,39,9
35621361,2004,11,16
35621622,2010,0,0
35621646,2016,33,15
35624236,2013,12,1
35627309,2013,0,6
35627429,2005,4,0
35629239,2006,45,11
35629438,2011,34,5
74370485,2010,0,0
74378331,2011,18,0
158701089,2017,4,0
158701131,2017,0,0
158701874,2017,0,0
158703435,2018,7,0
158704423,2018,37,0
158707600,2018,20,0
158709846,2018,214,0
71090817,2012,47,1
71093218,2012,4,3
73700078,2010,2,12
73701996,2015,1,0
73702303,2016,30,1
73703130,2012,7,0
73703942,2009,34,0
73705826,2006,16,4
73706049,2014,8,0
73706700,2011,17,0
73708089,2010,14,6
73709531,2016,6,0
140132816,2016,0,0
70052924,2015,0,0
151386967,2015,4,0
151387467,2016,17,1
151388063,2019,110,3
151389016,2017,25,2
141813981,2006,7,6
55230439,2008,0,1
55230464,2011,42,25
55230820,2016,0,6
55231090,2011,5,1
55231722,2013,29,41
55231883,2009,7,2
55232874,2009,2,0
55233044,2007,15,4
55234700,2013,5,3
55235091,2007,4,0
55235554,2012,23,0
55235753,2014,7,0
55236122,2014,29,4
55236162,2007,22,0
55237757,2008,2,36
18310316,2005,33,16
18310639,2015,24,0
18311010,2016,21,0
18311572,2015,31,6
18311800,2009,30,11
18312641,2013,3,0
18313171,2001,13,0
18313382,2013,17,0
18313660,2011,22,21
18314111,2013,42,5
18314642,2006,27,35
18314916,2014,19,13
18316673,2009,43,145
18318115,2013,31,5
18318500,2014,41,4
18318561,2013,24,5
18318751,2010,3,1
18319002,2015,26,0
18319584,2013,31,5
18319619,2013,31,4
16270019,2017,57,14
16270168,2015,7,1
16270534,2012,25,32
16271289,2007,25,28
16271330,2010,46,9
16272148,2015,20,0
16272528,2006,25,0
16272667,2005,59,18
16273117,2015,17,0
16275331,2010,45,99
16275867,2008,1,2
16276522,2016,39,7
16276784,2005,29,16
16278671,2014,0,19
16279544,2015,17,28
14660755,2017,25,0
14660791,2017,27,4
14661185,2010,19,0
14661520,2012,42,43
14663066,2011,57,17
14663074,2001,13,16
14664152,2009,1,2
14664212,2016,43,1
14664405,2005,33,197
14664469,2009,128,73
14665186,2015,16,6
14666748,2013,10,29
14666919,2006,54,26
14666998,2017,46,15
14667313,2015,16,0
14668008,2011,69,14
14668476,2011,45,61
14669605,2010,49,47
143802969,2008,10,4
143803632,2014,5,0
143807489,2013,3,2
143808298,2012,0,0
143808362,2014,19,2
143808429,2008,3,0
143809111,2005,12,2
143809862,2002,1,1
140790977,2012,0,5
140793137,2008,0,0
140796162,2002,0,114
35990807,2005,2,0
35993466,2017,0,5
35994510,2014,52,2
35995735,2009,12,2
35996213,2016,0,0
35996841,2013,0,5
35997540,2006,7,7
35998051,2009,21,0
132160311,2019,76,0
132162106,2018,37,0
132167984,2019,23,0
203951364,2019,31,0
13650596,2012,21,0
13653585,2017,32,0
13653621,2017,12,8
13654054,2017,20,2
13654114,2016,45,0
13654736,2017,39,12
13654848,2017,0,1
13654970,2016,41,4
13655296,2018,55,12
13655787,2017,6,5
13656520,2016,22,1
13656995,2017,24,4
13657172,2017,23,3
13658230,2018,36,4
13658489,2017,30,3
13659144,2018,39,0
13659199,2017,22,10
13659737,2017,53,2
13659797,2018,37,12
13659946,2017,28,5
34360105,2010,20,2
34360576,2004,43,54
34361141,2018,37,4
34363479,2015,16,0
34363745,2009,127,6
34363893,2004,30,29
34363961,2006,47,16
34365917,2016,2,5
34366875,2005,11,3
34366955,2013,27,3
34367562,2015,13,2
34368499,2012,43,13
147968201,2017,31,4
159641271,2005,0,0
205001534,2016,0,2
205002285,2016,0,0
205002979,2013,5,10
205003063,2010,63,60
205003749,2010,14,45
205005120,2012,19,10
205008871,2009,31,35
205009472,2018,30,1
205009941,2008,31,8
9031337,2015,31,0
9032899,2004,12,13
9033185,2007,11,0
9033325,2010,36,34
9035765,2005,55,110
9035836,2017,10,1
9037064,2014,81,25
9037389,2009,25,55
9039289,2009,23,2
9039847,2014,33,10
9039872,2015,83,19
140842659,2014,0,0
140849605,2016,0,0
96430379,2010,9,0
96430696,2004,15,10
96430794,2018,0,2
96431528,2019,10,0
96432170,2018,3,0
96432796,2019,156,1
96433530,2019,16,1
96433753,2019,24,7
96433785,2019,16,0
96434091,2019,20,0
96434153,2019,29,2
96434360,2019,51,6
96434468,2019,67,7
96435099,2019,62,0
96435191,2019,33,1
96436874,2018,0,35
96437257,2016,0,0
96438191,2008,20,8
96438353,2017,38,2
96438548,2019,5,0
25530133,2006,5,0
25530703,2012,10,5
25531761,2007,0,17
25531909,2015,0,0
25532901,2013,12,0
25534854,2015,22,4
25534956,2003,16,11
25535636,2018,24,3
25535911,2013,0,9
25536114,2011,32,12
25537305,2006,25,3
25538927,2012,18,5
25538959,2006,0,1
25538988,2014,7,22
197648760,2013,13,0
21451567,2013,1,3
21451675,2010,25,0
21453235,2007,13,1
21454565,2017,25,5
21455269,2004,120,114
21455549,2006,31,8
21458709,2012,1,0
21458726,2004,43,4
21459440,2012,22,0
156162270,2007,0,0
41182796,2007,14,2
41183403,2015,23,3
58610077,2019,31,1
58611301,2019,16,0
58614408,2019,20,2
58615390,2018,54,0
58616105,2019,36,4
58616145,2019,46,2
58616570,2019,16,1
58616584,2018,27,0
58616603,2019,30,0
58617062,2019,54,11
58617142,2019,47,0
58618245,2018,66,0
58618752,2019,17,0
58618816,2019,31,1
58619613,2019,43,1
207180084,2012,23,8
207180093,2012,36,32
207180153,2014,11,2
207180633,2013,12,1
207180662,2014,15,4
207181126,2017,2,4
207181148,2017,0,3
207182659,2009,42,11
207183699,2017,1,3
207183926,2010,31,0
207185788,2011,31,11
207189141,2016,46,23
207189761,2018,69,0
158440943,2018,14,0
158444440,2017,22,0
158445882,2018,77,3
139100817,2019,28,0
139100828,2018,16,1
139101006,2019,30,0
139101033,2019,6,0
139101118,2019,17,0
139101286,2019,23,0
139102427,2019,48,0
139103652,2019,27,0
139103796,2019,16,12
139103813,2019,87,2
139104017,2019,64,1
139104387,2019,51,3
139104743,2019,0,0
139105222,2019,24,0
139105373,2019,31,0
139105419,2019,41,0
139105936,2019,42,0
139106294,2019,70,6
139106456,2019,41,6
17240703,2004,3,6
17243672,2007,7,9
17243894,2016,14,0
17243926,2005,13,0
17243952,2014,32,5
17244532,2011,18,25
17244600,2017,80,2
17244646,2014,9,3
17244959,2012,31,10
17244976,2010,0,2
17245459,2015,262,44
17246229,2014,53,3
17246252,2012,16,10
17246578,2013,20,11
17246644,2016,68,11
17247106,2003,6,14
17247896,2005,0,38
17248981,2001,69,68
17249137,2015,109,8
17249197,2005,0,0
17249595,2015,0,0
166229011,2012,0,0
3970514,2006,27,29
3970518,2018,73,16
3971247,2018,54,0
3972221,2018,28,0
3973628,2006,1,0
3975081,2012,52,25
3975163,2018,18,5
3975548,2012,1,15
3975790,2017,7,2
3976137,2018,36,14
3976336,2018,56,2
3976633,2016,0,3
3977232,2018,37,4
3977363,2017,11,0
3977464,2018,56,5
3977557,2017,77,11
3977721,2018,0,0
3978469,2009,8,0
3979568,2017,40,11
28750483,2005,24,3
28752280,2008,18,22
28752689,2018,23,9
28752985,2015,37,1
28753678,2005,15,0
28754579,2005,39,42
28755496,2007,32,1
28756931,2007,0,0
28757805,2013,20,0
28758020,2010,59,10
28758596,2005,0,1
28758836,2011,34,0
211311868,2019,5,0
144346278,2009,0,1
144349023,2007,11,0
151652709,2016,59,1
151653326,2009,1,0
151655280,2016,8,0
151657893,2011,13,1
151659696,2016,0,0
49900968,2018,5,5
49901299,2018,36,4
49902034,2018,39,12
49902368,2018,28,0
49902610,2018,11,0
49902750,2018,23,0
49903243,2018,60,4
49908677,2017,5,2
72780575,2013,10,0
72780596,2013,41,7
72784195,2012,5,0
72787426,2014,4,0
72789214,2003,1,0
10090065,2006,34,0
10090277,2006,15,1
10090345,2016,7,26
10090482,2005,7,33
10090796,2014,19,8
10091075,2008,6,1
10091557,2013,19,2
10092421,2004,31,45
10092964,2015,10,0
10093226,2011,7,0
10094524,2013,44,32
10094717,2007,9,6
10095432,2013,48,20
10095598,2012,25,7
10096283,2016,44,0
10096573,2006,23,5
10097203,2005,37,67
10098399,2008,44,32
10098472,2006,0,0
10099282,2002,1,7
10099754,2007,17,0
56530191,2018,22,1
56530410,2018,78,0
17820160,2010,40,2
17820612,2013,19,17
17821046,2015,0,0
17821440,2015,23,4
17821569,2003,14,28
17822412,2002,28,386
17823070,2014,12,4
17823287,2016,49,9
17823972,2013,44,25
17824921,2010,57,41
17826349,2007,20,48
17826937,2013,59,12
17826961,2013,7,0
17827473,2003,19,16
17827550,2016,27,2
17829065,2006,42,18
17829308,2016,8,1
147810500,2009,3,1
147811129,2003,0,0
33340411,2004,7,0
33340807,2010,0,1
33340867,2004,5,7
58890725,2010,34,22
58891117,2011,29,12
58892042,2007,6,0
58892663,2008,0,7
58893143,2014,29,3
58894385,2013,48,1
58894575,2011,13,10
58894864,2016,6,0
58896000,2007,13,0
58896607,2017,4,0
58897501,2012,11,1
58898797,2017,0,0
58899056,2015,25,13
58899214,2011,32,0
58899421,2013,5,1
211223140,2020,56,0
211228295,2020,18,0
211228648,2020,10,0
211229467,2019,8,0
211229761,2020,1,0
25860218,2014,26,2
25860598,2006,41,154
25861825,2015,34,5
25862068,2003,42,1
25862092,2013,15,11
25862534,2005,38,22
25863490,2004,27,16
25864774,2004,18,29
25864902,2013,26,14
25866369,2014,21,4
25866720,2007,77,15
25867152,2015,89,19
25867772,2012,24,6
25867829,2014,21,7
25868934,2001,23,0
25869066,2017,12,7
56000162,2005,18,19
56000841,2013,18,2
56001258,2016,12,3
56001571,2010,22,0
56002496,2012,14,1
56003313,2017,0,2
56003886,2004,22,0
56003945,2014,15,3
56004637,2008,17,0
56004909,2017,32,8
56004970,2016,23,0
56005281,2004,19,1
56005325,2004,0,1
56007606,2009,2,2
56007927,2017,0,0
56007931,2015,25,0
56008098,2004,8,0
56008208,2012,7,0
56008930,2011,0,3
56009886,2013,45,0
820228,2004,19,5
820291,2005,24,6
820400,2014,16,3
821209,2003,20,8
822074,2006,0,7
822313,2008,4,0
822315,2007,11,5
822553,2012,15,8
823602,2002,31,0
824542,2006,40,2
824683,2013,40,34
824737,2008,26,19
825095,2014,19,15
825172,2008,19,43
827312,2012,82,2
829488,2012,28,8
829699,2010,44,8
12570752,2017,38,6
12571302,2014,31,16
12571574,2007,41,7
12571600,2017,13,0
12571779,2017,32,4
12571969,2007,13,0
12572489,2001,11,21
12572550,2007,0,18
12572791,2004,17,0
12572955,2008,2,24
12573564,2006,35,32
12573651,2009,47,24
12574980,2012,24,8
12575299,2011,14,11
12575756,2006,32,84
12576545,2012,43,1
12577114,2014,6,0
12577424,2004,18,38
12578378,2004,31,26
12578709,2011,82,33
12578873,2017,37,2
12578998,2005,0,138
71447464,2010,4,1
20321095,2018,27,2
20322169,2008,43,9
20323129,2008,26,3
20323529,2017,13,9
20324281,2001,2,37
20324671,2008,57,28
20325153,2017,54,26
20325787,2017,59,1
20327079,2008,36,31
20327546,2007,37,24
20328167,2001,16,44
20328341,2007,0,4
20329368,2016,26,3
20329417,2015,52,7
20329817,2014,58,9
20329920,2004,7,22
14170186,2001,7,1
14170561,2015,7,4
14170787,2015,29,10
14170855,2013,15,0
14171011,2015,24,6
14171743,2004,16,17
14172290,2004,29,53
14172434,2013,37,2
14172676,2017,16,2
14172912,2008,15,14
14172942,2005,25,43
14173431,2006,12,13
14174221,2016,43,13
14174252,2009,3,0
14175243,2005,21,4
14175416,2008,28,8
14175965,2013,0,0
14176011,2013,10,0
14176292,2014,39,9
14176388,2013,85,19
14176417,2013,41,2
14176696,2016,31,0
14177005,2014,2,16
14178301,2012,29,0
14179160,2001,37,48
14179598,2010,22,16
55240147,2008,43,0
55242128,2013,16,0
55242821,2013,7,2
55243061,2014,7,0
55244628,2005,3,0
55244690,2014,8,0
55245019,2003,3,0
55245543,2008,18,0
55246352,2014,19,0
55246909,2018,19,1
55247081,2011,9,0
55247902,2018,40,1
55248473,2018,10,1
55249444,2014,45,7
55249461,2009,13,2
213601066,2019,9,0
207960299,2019,34,0
207960599,2019,35,0
207960648,2019,16,0
207960701,2019,21,0
207961452,2019,34,0
207961479,2019,49,0
207961529,2019,19,0
207961577,2019,37,0
207961837,2019,37,0
207962218,2019,25,0
207962880,2019,19,0
207963988,2019,59,0
207964020,2019,41,10
207964083,2019,0,0
207964114,2019,51,0
207965187,2019,29,0
207966602,2019,6,0
207966842,2019,34,2
208210118,2019,5,0
208210940,2019,25,0
208211367,2019,37,0
208211617,2019,23,0
208212177,2019,45,0
208212254,2019,18,0
208212348,2019,30,0
208213477,2019,33,0
208215654,2020,29,0
78764453,2015,0,0
78769157,2016,0,0
68134417,2013,9,1
43261274,2015,7,1
43263810,2018,0,3
43266230,2003,9,8
43266289,2013,50,15
43266729,2015,31,22
43269784,2016,42,3
7250718,2012,31,11
7250725,2008,49,0
7251693,2001,5,22
7252320,2015,39,33
7252482,2012,12,8
7253005,2004,0,15
7253100,2013,13,3
7253982,2013,19,1
