"iso2c","iso3c","country","date","IP.JRN.ARTC.SC","unit","obs_status","footnote","last_updated","papers","capital_city","longitude","latitude","region_iso3c","region_iso2c","region","admin_region_iso3c","admin_region_iso2c","admin_region","income_level_iso3c","income_level_iso2c","income_level","lending_type_iso3c","lending_type_iso2c","lending_type","papers_estimate","papers_estimate_3yr","data_papers","data_papers_estimate","data_papers_estimate_3yr","data_papers_3yr","data_papers_nomed","data_papers_nomed_estimate","data_papers_nomed_estimate_3yr","data_papers_nomed_3yr","data_papers_Medicine","data_papers_Business","data_papers_Economics","data_papers_Psychology","data_papers_Sociology","data_papers_Political Science","data_papers_3yr_Medicine","data_papers_3yr_Business","data_papers_3yr_Economics","data_papers_3yr_Psychology","data_papers_3yr_Sociology","data_papers_3yr_Political Science","BN.CAB.XOKA.GD.ZS","BX.KLT.DINV.WD.GD.ZS","CC.EST","GE.EST","HD.HCI.LAYS","HD.HCI.OVRL","IQ.SCI.OVRL","IQ.SPI.OVRL","IQ.SPI.PIL1","IQ.SPI.PIL2","IQ.SPI.PIL3","IQ.SPI.PIL4","IQ.SPI.PIL5","NE.TRD.GNFS.ZS","NV.AGR.TOTL.ZS","NV.IND.MANF.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.PCAP.PP.KD","PV.EST","RL.EST","RQ.EST","SE.PRM.ENRR","SE.TER.CUAT.MS.ZS","SE.TER.ENRR","SI.POV.DDAY","SI.POV.GINI","SP.POP.TOTL","VA.EST","SP.POP.TOTL_imp_tag","NY.GDP.MKTP.PP.KD_imp_tag","IQ.SPI.OVRL_imp_tag","NY.GDP.PCAP.PP.KD_imp_tag","IQ.SPI.PIL1_imp_tag","IQ.SPI.PIL2_imp_tag","IQ.SPI.PIL3_imp_tag","IQ.SPI.PIL4_imp_tag","IQ.SPI.PIL5_imp_tag","IQ.SCI.OVRL_imp_tag","NV.IND.MANF.ZS_imp_tag","NV.AGR.TOTL.ZS_imp_tag","NE.TRD.GNFS.ZS_imp_tag","HD.HCI.OVRL_imp_tag","HD.HCI.LAYS_imp_tag","SE.PRM.ENRR_imp_tag","BN.CAB.XOKA.GD.ZS_imp_tag","CC.EST_imp_tag","GE.EST_imp_tag","PV.EST_imp_tag","RQ.EST_imp_tag","RL.EST_imp_tag","VA.EST_imp_tag","BX.KLT.DINV.WD.GD.ZS_imp_tag","SI.POV.DDAY_imp_tag","SI.POV.GINI_imp_tag","SE.TER.CUAT.MS.ZS_imp_tag","SE.TER.ENRR_imp_tag","WGI.OVL","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI"
"SK","SVK","Slovak Republic",2018,5080.8,NA,NA,NA,"2023-10-26",31,"Bratislava",17.1073,48.1484,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",281.8181818181818,293.93939393939394,25,227.27272727272728,239.3939393939394,26.333333333333332,9,81.81818181818181,100,11,16,3,5,0,0,1,15.333333333333334,3.3333333333333335,3.3333333333333335,2.3333333333333335,1,1,-2.16037452012609,2.12068480983268,0.230566427111626,0.581503808498383,10.101996421814,0.680050134658813,83.3333333333333,85.71625,90,94.9333333333333,70.55625,73.0916666666667,100,189.804029706115,2.14505211161055,18.8810558718682,170559207125.957,31313.8200827531,0.736512184143066,0.47263640165329,0.798312306404114,97.0244369506836,19.3569297790527,47.8138313293457,0.2,25,5446771,0.847073376178741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61110075066487,90,94.93333333333332,70.55624999999999,73.09166666666667,100,85.71625,0.9,1,0.848,1,0.6786666666666666,0.7583333333333333,0.75,0.5835,0.6666666666666666,0.934,1,0.32299999999999995,1,1,1,1,1,1,0.5,1,1,0.943,1,0.792,0.5760000000000001,0.929,0.848,1,0.714,0.7,0.905,0.545,0.375,0.833,0.8,0.833,1,0.5,0.667,0.75,0.5,1,0.667,0.5,1,1,0,1,1,1,0.67,1,1,0.32299999999999995,1,1,1,1,1,1,1,1,1,1,1,1
"SI","SVN","Slovenia",2018,3352.53,NA,NA,NA,"2023-10-26",19,"Ljubljana",14.5044,46.0546,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",172.72727272727272,242.4242424242424,16,145.45454545454547,200,22,6,54.54545454545455,75.75757575757575,8.333333333333334,10,2,0,1,2,1,13.666666666666666,2.6666666666666665,2.3333333333333335,1,0.6666666666666666,1.6666666666666667,5.88236901605852,2.83905082015691,0.836427569389343,1.08230376243591,11.6150503158569,0.7886883020401,NA,89.01,100,96.9333333333333,76.675,71.4416666666667,100,161.142403438809,2.2453747955101,20.308243790101,78799088224.0188,37995.7163789561,0.89407765865325906,1.02418792247772,0.642297327518463,99.4630966186523,15.3223104476929,77.3015975952148,0,24.6,2073894,0.97007554769516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9082282980283093,100,96.93333333333332,76.67500000000001,71.44166666666666,100,89.01,1,1,0.908,1,0.7501666666666666,0.7741666666666667,1,0.561,0.6666666666666666,0.934,1,0.257,1,1,1,1,1,1,1,1,1,0.963,1,0.784,0.897,0.897,0.908,1,1,0.8,0.857,0.636,0.375,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.257,1,1,1,1,1,1,1,1,1,1,1,1
"SE","SWE","Sweden",2018,20825.36,NA,NA,NA,"2023-10-26",236,"Stockholm",18.0645,59.3327,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",2145.4545454545455,1930.3030303030303,213,1936.3636363636363,1690.9090909090908,186,63,572.7272727272727,472.7272727272727,52,150,7,22,9,15,10,134,6,23.666666666666668,5.333333333333333,9.666666666666666,7.333333333333333,2.46545914026436,-0.246421087777435,2.10926389694214,1.67112922668457,11.7090578079224,0.802509963512421,NA,88.7216666666667,100,94.8666666666667,76.225,72.5166666666667,100,89.1311983954621,1.39278662122906,13.0314441545337,532665253199.002,52349.2924275599,0.921225249767303,1.78393721580505,1.82550489902496,123.754661560059,11.319769859314,73.4083786010742,0.7,30,10175214,1.58029925823212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6485599577426904,100,94.86666666666666,76.22500000000001,72.51666666666668,100,88.72166666666668,1,1,0.846,1,0.7121666666666667,0.7741666666666667,1,0.639,0.6666666666666666,0.8,1,0.434,1,1,1,1,1,1,1,1,1,0.878,0.926,0.728,0.8220000000000001,0.8740000000000001,0.846,1,1,0.8,0.81,0.455,0.375,0.833,0.8,0.833,1,0.429,0.833,0.75,1,1,0.778,0.5,1,1,0,1,0.67,1,0.33,1,1,0.434,1,1,1,1,1,1,1,1,1,1,1,1
"SZ","SWZ","Eswatini",2018,30.93,NA,NA,NA,"2023-10-26",8,"Mbabane",31.4659,-26.5225,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LMC","XN","Lower middle income","IBD","XF","IBRD",72.72727272727273,63.63636363636363,7,63.63636363636363,54.54545454545454,6,2,18.181818181818183,6.060606060606061,0.6666666666666666,5,1,0,1,0,0,5.333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,1.30141283093343,0.667098955118747,-0.231745570898056,-0.672255098819733,4.52542972564697,0.369540899991989,71.1111,53.7154166666667,90,55.7666666666667,67.16875,15.6416666666667,40,84.7474885004175,8.51876019758985,29.0321179942314,9682521831.73164,8343.92295922853,-0.377810627222061,-0.276786595582962,-0.506258010864258,121.543380737305,NA,6.17659997940063,36.1,54.6,1160428,-1.36928868293762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.572357431054115,90,55.766666666666666,67.16875,15.641666666666667,40,53.71541666666667,0.9,0.5,0.173,1,0.6876666666666666,0.6121666666666666,0.9445,0.5295,0.16666666666666666,0.334,0,0.125,-99,0.4,-99,0.5,1,1,1,1,0.5,0,0.424,0.212,0.231,0,0.173,1,0.714,0.778,0.714,0.545,0.375,1,0.8,0.417,0.556,0.6,0.8,0.5,1,0.889,0.444,0.615,0.5,0,0,0.67,0,0.33,0.67,0,0,0.125,NA,1,0.5,1,0,0,0,0,0.5,1,0,NA
"SX","SXM","Sint Maarten (Dutch part)",2018,NA,NA,NA,NA,"2023-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SC","SYC","Seychelles",2018,12.4,NA,NA,NA,"2023-10-26",3,"Victoria",55.4466,-4.6309,"SSF","ZG","Sub-Saharan Africa",NA,NA,NA,"HIC","XD","High income","IBD","XF","IBRD",27.272727272727273,27.27272727272727,3,27.272727272727273,27.27272727272727,3,0,0,3.0303030303030307,0.3333333333333333,3,0,0,0,0,0,2.6666666666666665,0,0.3333333333333333,0,0,0,-2.63108670660881,19.2196654548682,0.860554039478302,0.633342146873474,9.67407131195068,0.630557179450989,75.5555333333333,48.3004166666667,40,46.4666666666667,51.16875,53.8666666666667,50,208.691246429047,2.68475527806852,6.1202398362355,2717210571.41101,28081.380825231,0.673826813697815,0.281118184328079,0.019313707947731,96.9830322265625,NA,14.3093795776367,0.5,32.1,96762,0.192555248737335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44345169017712277,40,46.46666666666667,51.16875000000001,53.86666666666666,50,48.30041666666667,0.4,1,0.394,0,0.4675,0.49433333333333335,0.6945,0.5135,0.6666666666666666,0.466,1,0.022,-99,0.5,-99,0,0,1,1,0,1,0.326,0.7390000000000001,0.34,0.519,0.048,0.394,0,0.429,0.5,0.762,0.364,0.25,0.5,0.8,0.333,0.5,0.333,0.5,0.5,0.5,0.889,0.444,0.583,1,1,0,1,0,1,0.33,0,1,0.022,NA,0.5,0,1,0.5,1,0,0.5,0.5,1,0,NA
"SY","SYR","Syrian Arab Republic",2018,312.09,NA,NA,NA,"2023-10-26",15,"Damascus",36.3119,33.5146,"MEA","ZQ","Middle East & North Africa","MNA","XQ","Middle East & North Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",136.36363636363637,218.18181818181816,11,100,130.30303030303028,14.333333333333334,3,27.272727272727273,63.63636363636363,7,8,1,1,0,0,1,7.333333333333333,0.3333333333333333,1.6666666666666667,1,1.3333333333333333,2.6666666666666665,-0.145489888036623,1.19065657354592,-1.64808285236359,-1.70233058929443,NA,NA,30,25.98875,26.6,24.8333333333333,35.76875,17.7416666666667,25,50.6590991144828,39.0098811896256,NA,NA,NA,-2.73627853393555,-2.05405068397522,-1.75966858863831,69.7999420166016,NA,46.5840187072754,1.1,37.5,19333463,-1.96835124492645,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,-1.9781270821889254,26.6,24.833333333333332,35.76875000000001,17.741666666666667,25,25.988750000000003,0.266,0.5,0.245,0,0.2781666666666667,0.42383333333333334,0.4445,0.311,0.16666666666666666,0.4,0,0.14300000000000002,-99,0.25,-99,0,0,0.33,1,0,0.5,0.33,0.5489999999999999,0.071,0.275,0,0.245,0,0,0.286,0.667,0.091,0.125,0.5,0.8,0.154,0.556,0.333,0.2,0.5,0,0.889,0.222,0.4,0.5,0,0,0.67,0,1,0.33,0,0,0.14300000000000002,NA,0,0,0.5,0,1,0,0,0,1,0,NA
"TC","TCA","Turks and Caicos Islands",2018,NA,NA,NA,NA,"2023-10-26",0,"Grand Turk",-71.141389,21.4602778,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5149723619365,3.79337356649161,NA,NA,NA,NA,NA,NA,60,NA,12.96875,NA,NA,NA,0.390862916802165,0.563342071079378,1060736216.79613,25567.9180658069,NA,NA,NA,128.806442260742,NA,11.3645000457764,NA,NA,41487,NA,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,NA,60,NA,12.968750000000002,NA,NA,NA,0.6,0,NA,NA,0.03033333333333333,0.173,0.278,0.1495,NA,NA,1,NA,-99,NA,-99,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.091,0.091,0,0,0.6,0.077,0.111,0,0,0.25,0,0.556,0.111,0.188,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TD","TCD","Chad",2018,15.81,NA,NA,NA,"2023-10-26",6,"N'Djamena",15.0445,12.1048,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",54.54545454545455,54.54545454545454,5,45.45454545454545,36.36363636363637,4,1,9.090909090909092,9.090909090909092,1,4,0,0,0,0,1,3,0,0.3333333333333333,0,0,0.6666666666666666,NA,4.10075293962399,-1.4041200876236,-1.56217360496521,2.87274789810181,0.299028992652893,51.1111333333333,31.5766666666667,56.6,18.2,52.5,15.5833333333333,15,74.2047537321657,27.9969936355033,2.87390376942491,24397867877.0283,1563.5439331455,-1.47796535491943,-1.33120822906494,-1.12444484233856,87.7207489013672,0.262690007686615,3.33451008796692,30.9,37.5,15604210,-1.46489036083221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-1.3941337466239918,56.60000000000001,18.2,52.5,15.633333333333333,15,31.586666666666673,0.5660000000000001,0.5,0.046,0,0.603,0.4735,0.4445,0.526,0.3333333333333333,0.268,0,0.024,-99,0.15,-99,0,1,0.33,1,0.5,0.5,0.037,0.085,0.042,0.066,0,0.046,0,0.143,0.667,0.714,0.636,0.625,0.833,0.933,0.308,0.5,0.4,0.2,0.5,0,0.889,0.667,0.385,1,0,0,0.67,0,0,0.67,0,0,0.024,NA,0.5,0,0,0,0,0,0,0,1,0,NA
"TG","TGO","Togo",2018,83.48,NA,NA,NA,"2023-10-26",13,"Lome",1.2255,6.1228,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",118.18181818181819,115.15151515151514,13,118.18181818181819,109.09090909090908,12,1,9.090909090909092,12.121212121212123,1.3333333333333333,12,0,1,0,0,0,10.666666666666666,0,1.3333333333333333,0,0,0,-2.62976035461545,-2.57457823264083,-0.749031722545624,-1.09365093708038,5.7098331451416,0.420792758464813,73.3333333333333,60.5991666666667,90,59.8333333333333,72.1375,41.025,40,57.9559518143211,19.6496004107228,13.9789911794159,16287197015.9723,2024.08931883231,-0.886004209518433,-0.619138240814209,-0.70613569021225,121.91487121582,NA,13.0981397628784,28.4,42.5,8046679,-0.758381545543671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8020570576190944,90,59.833333333333336,72.13749999999999,41.025,40,60.59916666666667,0.9,0.5,0.295,1,0.7751666666666667,0.6253333333333333,0.9445,0.625,1,0.466,0,0.175,-99,0.4,-99,0.5,1,1,1,1,0.5,0.244,0.62,0.29600000000000004,0.314,0,0.295,1,1,0.889,0.667,0.545,0.75,0.8,0.8,0.385,0.667,0.6,0.8,0.5,1,0.889,0.667,0.583,1,1,1,1,0,0.33,1,0,0,0.175,NA,0.5,0,1,0.5,1,0,0,0,1,0,NA
"TH","THA","Thailand",2018,12604.82,NA,NA,NA,"2023-10-26",159,"Bangkok",100.521,13.7308,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",1445.4545454545455,1366.6666666666667,147,1336.3636363636363,1251.5151515151515,137.66666666666666,56,509.09090909090907,445.4545454545455,49,91,17,11,17,6,5,88.66666666666667,11,18,12,2.6666666666666665,5.333333333333333,5.61986310131392,2.71279832982089,-0.458018720149994,0.254473984241486,8.8557710647583,0.616861402988434,82.2222333333333,76.3533333333333,100,76.4666666666667,77.45,57.85,70,120.841864730984,8.20181926195524,26.7128343918527,1256760375191.65,17669.0455750573,-0.799434542655945,-0.00407756073400378,-0.0440966561436653,99.1732406616211,2.05562996864319,48.7030715942383,0,36.4,71127802,-1.01793563365936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3448481881835804,100,76.46666666666665,77.45,57.85,70,76.35333333333334,1,1,0.294,1,0.7495,0.7195,0.9445,0.8445,1,0.732,0.5,0.08199999999999999,-99,0.7,-99,1,1,1,1,1,1,0,0.8959999999999999,0.079,0.496,0,0.294,1,0.857,1,0.857,0.545,0.571,0.667,0.8,0.667,0.75,0.6,1,0.5,1,0.889,0.889,0.8,1,1,1,1,0.33,1,1,0.33,0.5,0.08199999999999999,NA,1,0,1,0,1,1,1,1,1,0,NA
"TJ","TJK","Tajikistan",2018,58.53,NA,NA,NA,"2023-10-26",7,"Dushanbe",68.7864,38.5878,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",63.63636363636363,36.36363636363637,5,45.45454545454545,24.242424242424246,2.6666666666666665,3,27.272727272727273,12.121212121212123,1.3333333333333333,2,1,1,0,0,1,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,-4.88966445327183,2.84432999753159,-1.42829370498657,-1.16391563415527,7.72150182723999,0.542126297950745,73.3333333333333,55.5166666666667,90,31.3666666666667,64.275,41.9416666666667,50,55.8461114113303,19.7719647842925,13.2289696478429,31082326212.0477,3405.11357767917,-0.74773895740509,-1.30321049690247,-1.10057985782623,95.9131393432617,10.9487400054932,31.114070892334,6.1,34,9128132,-1.69865822792053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,-1.2403994798660267,90,31.366666666666664,64.27499999999999,41.94166666666666,50,55.51666666666667,0.9,0.5,0.441,0,0.6735,0.5256666666666667,0.9445,0.6000000000000001,0.6666666666666666,0.468,0.5,0.043,-99,0.5,-99,0.5,1,1,1,1,0.5,0.389,0.542,0.439,0.387,0.4479999999999999,0.441,0,1,0.625,0.81,0.273,0.5,0.833,0.8,0.231,0.556,0.4,0.667,0.5,1,0.889,0.667,0.533,1,1,0,1,0,0.67,0.67,0,0.5,0.043,NA,0.5,1,0,1,1,0,0,0.5,1,0,NA
"TM","TKM","Turkmenistan",2018,3.94,NA,NA,NA,"2023-10-26",5,"Ashgabat",58.3794,37.9509,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",45.45454545454545,24.242424242424246,2,18.181818181818183,12.121212121212123,1.3333333333333333,0,0,3.0303030303030307,0.3333333333333333,2,0,0,0,0,0,1,0.3333333333333333,0,0,0,0,NA,3.94118312453129,-1.38221168518066,-1.08982193470001,NA,NA,34.4444333333333,20.9870833333333,46.6,0.633333333333333,41.01875,11.6833333333333,5,50.9002726399821,11.0415688363389,20.4565158493633,86858656701.7867,14321.1395723949,-0.0129793277010322,-1.46416521072388,-2.00086236000061,107.702331542969,NA,7.81461000442505,NA,NA,6065066,-2.15286207199097,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1.3504837650495272,46.6,0.6333333333333333,41.01875,11.683333333333334,5,20.987083333333334,0.466,0,0.019,0,0.4016666666666666,0.4068333333333333,0.4445,0.4115,0.3333333333333333,0.134,0,0,-99,0.05,-99,0,1,0.33,1,0,0,0,0.048,0.024,0.024,0,0.019,0,0.143,0.625,0.81,0.182,0.25,0.4,0.8,0.308,0.333,0.333,0.167,0.5,0,0.889,0.556,0.267,1,0,0,0,0,0,0.67,0,0,0,NA,0.5,0,0,0,0,0,0,0,0,0,NA
"TL","TLS","Timor-Leste",2018,15.79,NA,NA,NA,"2023-10-26",4,"Dili",125.567,-8.56667,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","LMC","XN","Lower middle income","IDB","XH","Blend",36.36363636363637,39.3939393939394,2,18.181818181818183,27.27272727272727,3,0,0,3.0303030303030307,0.3333333333333333,2,0,0,0,0,0,2.6666666666666665,0,0,0,0.3333333333333333,0,-12.2225630678472,3.06452045385197,-0.505638003349304,-0.936158120632172,6.29318141937256,0.453051894903183,67.7778,51.2783333333333,50,58.2333333333333,60.45,32.7083333333333,55,64.4917771919586,17.6815934185564,1.68354138426418,3874884443.0769,3070.80857242918,0.233176738023758,-1.13863778114319,-0.792416214942932,113.750442504883,NA,17.5926208496094,24.4,28.7,1261845,0.321847468614578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.46963765223821036,50,58.233333333333334,60.45,32.70833333333333,55.00000000000001,51.278333333333336,0.5,0.5,0.247,1,0.6491666666666667,0.4805,0.6945,0.7525,0.3333333333333333,0.734,0,0.241,-99,0.55,-99,0.5,0,0,1,1,0.5,0,0.649,0.131,0.457,0,0.247,1,0.857,0.444,0.714,0.455,0.625,0.8,0.8,0.417,0.333,0.333,0.5,0.5,0.5,0.889,0.778,0.727,1,0,0,1,0,1,0.67,1,0,0.241,NA,1,0.5,1,0.5,1,0,0.5,0,1,0,NA
"TO","TON","Tonga",2018,5.82,NA,NA,NA,"2023-10-26",2,"Nuku'alofa",-175.216,-21.136,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","UMC","XT","Upper middle income","IDX","XI","IDA",18.181818181818183,12.121212121212123,2,18.181818181818183,9.090909090909092,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,-6.31306812424978,4.07261136529201,-0.0709535777568817,0.191767975687981,6.84538507461548,0.518034160137177,56.6666666666667,NA,76.6,NA,45.48125,NA,35,87.5947736062266,17.0723020522938,5.79857834928899,661182232.45686,6287.99079844851,0.833516359329224,0.426162242889404,-0.362755715847015,114.34065246582,NA,6.26759004592896,1.8,33.5,105150,0.654241681098938,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.27866316090027504,76.6,NA,45.48125,NA,35,NA,0.766,0.5,NA,1,0.3825,0.44816666666666666,0.6945,0.452,0.5,0.332,0,NA,-99,0.35,-99,0.5,1,0.33,1,1,0.5,NA,NA,NA,NA,NA,NA,1,0.714,0.25,0.524,0.182,0.125,0.5,0.8,0.167,0.222,0.5,0.5,0.5,0.5,0.889,0.333,0.571,0.5,1,0,1,0,0.33,0.33,0,0,NA,NA,0.5,0.5,0,0.5,0,0,1,0,1,0,NA
"TT","TTO","Trinidad and Tobago",2018,221.69,NA,NA,NA,"2023-10-26",7,"Port-of-Spain",-61.4789,10.6596,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","IBD","XF","IBRD",63.63636363636363,57.57575757575757,5,45.45454545454545,48.48484848484849,5.333333333333333,0,0,6.060606060606061,0.6666666666666666,5,0,0,0,0,0,4.666666666666667,0.3333333333333333,0,0,0.3333333333333333,0,6.68456334036914,-2.87877380694473,-0.37933874130249,0.206865146756172,9.11580753326416,0.602326810359955,47.7777666666667,48.5179166666667,60,60.6,44.23125,42.7583333333333,35,NA,1.0270052742929,17.999697065777,38422504323.8036,25534.8405065721,0.230616614222527,-0.169320344924927,-0.131842151284218,97.6362075805664,1.66201996803284,11.5449304580688,NA,NA,1504709,0.546445190906525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.05057095239559817,60,60.6,44.23125,42.75833333333333,35,48.517916666666665,0.6,0.5,0.318,1,0.37716666666666665,0.4371666666666667,0.5835,0.512,0.3333333333333333,0.334,1,0.043,-99,0.35,-99,0,0,1,1,1,0.5,0.493,0.524,0.397,0.174,0,0.318,1,0.143,0.444,0.619,0.182,0.375,0.5,0.8,0.167,0.556,0.2,0.4,0.5,0.5,0.667,0.667,0.357,1,0,0,0,0,1,0.67,0,1,0.043,NA,0.5,0.5,0.5,0,1,0,0,0,1,0,NA
